bite_date,species,breed,gender,color,vaccination_yrs,vaccination_date,victim_zip,adv_issued,bite_location,quarantine_date,disposition,head_sent_date,release_date,results
2010-08-12,DOG,,FEMALE,BLK-WHITE,,,40218,NO,BODY,2010-05-12 0:00,UNKNOWN,,,UNKNOWN
2010-08-13,DOG,,MALE,TAN,1,2010-08-30 0:00,40206,NO,BODY,2010-08-16 0:00,RELEASED,,,UNKNOWN
2010-08-13,DOG,,FEMALE,BLONDE,1,2010-08-25 0:00,40242,NO,BODY,2010-08-16 0:00,RELEASED,,,UNKNOWN
2010-08-14,BAT,,UNKNOWN,,,,40219,NO,BODY,,UNKNOWN,2010-08-14 0:00,,UNKNOWN
2010-08-14,DOG,,UNKNOWN,BLACK,,,40245,YES,BODY,2010-08-16 0:00,UNKNOWN,,,UNKNOWN
2010-08-14,DOG,,FEMALE,BLACK,1,2010-07-30 0:00,40216,NO,HEAD,2010-08-16 0:00,RELEASED,,,UNKNOWN
2010-08-14,DOG,,FEMALE,BLACK,,,40245,NO,BODY,2010-08-20 0:00,UNKNOWN,,,UNKNOWN
2010-08-15,DOG,,MALE,WHITE,3,2009-05-08 0:00,40291,NO,HEAD,2010-08-17 0:00,RELEASED,,,UNKNOWN
2010-08-15,DOG,,UNKNOWN,WHITE-BLK,,,40272,YES,BODY,2010-08-16 0:00,UNKNOWN,,,UNKNOWN
2010-08-16,DOG,,UNKNOWN,,,,40228,YES,BODY,2010-08-16 0:00,UNKNOWN,,,UNKNOWN
2010-08-16,DOG,,UNKNOWN,BROWN,,,40059,YES,BODY,2010-08-16 0:00,UNKNOWN,,,UNKNOWN
2010-08-16,DOG,,MALE,WHITE,1,2010-09-09 0:00,40242,NO,BODY,2010-08-16 0:00,RELEASED,,,UNKNOWN
2010-08-16,DOG,,MALE,BROWN,,,40291,NO,BODY,2010-08-18 0:00,RELEASED,,,UNKNOWN
2010-08-16,CAT,,UNKNOWN,BROWN/WHIT,,,40215,NO,BODY,2010-08-20 0:00,UNKNOWN,,,UNKNOWN
2010-08-17,DOG,,MALE,WHITE-BLK,,,40219,NO,BODY,2010-08-07 0:00,UNKNOWN,,,UNKNOWN
2010-08-17,DOG,,FEMALE,BLACK,3,2010-08-24 0:00,40299,NO,HEAD,2010-08-18 0:00,RELEASED,,,UNKNOWN
2010-08-18,DOG,,MALE,BRINDLE,,,40210,YES,BODY,2010-08-19 0:00,UNKNOWN,,,UNKNOWN
2010-08-18,DOG,,MALE,BROWN,3,2010-09-10 0:00,40223,NO,BODY,2010-08-19 0:00,RELEASED,,,UNKNOWN
2010-08-18,DOG,,UNKNOWN,,,,40211,NO,HEAD,2010-08-20 0:00,UNKNOWN,,,UNKNOWN
2010-08-18,CAT,,UNKNOWN,,,,40118,NO,BODY,2010-08-18 0:00,UNKNOWN,,,UNKNOWN
2010-08-19,CAT,,UNKNOWN,,,,40215,YES,BODY,2010-08-20 0:00,UNKNOWN,,,UNKNOWN
2010-08-19,DOG,,UNKNOWN,,,,40204,NO,BODY,2010-08-23 0:00,UNKNOWN,,,UNKNOWN
2010-08-19,DOG,,UNKNOWN,WHITE-TAN,,,40205,NO,BODY,2010-08-19 0:00,UNKNOWN,,,UNKNOWN
2010-08-19,DOG,,MALE,BLK-BROWN,1,2010-05-03 0:00,40206,NO,BODY,2010-08-19 0:00,RELEASED,,,UNKNOWN
2010-08-20,BAT,,UNKNOWN,,,,40216,NO,BODY,,UNKNOWN,2010-08-20 0:00,,UNKNOWN
2010-08-20,DOG,,UNKNOWN,,,,40242,YES,BODY,2010-08-23 0:00,UNKNOWN,,,UNKNOWN
2010-08-20,DOG,,MALE,BLK-WHITE,1,2010-05-28 0:00,40206,NO,BODY,2010-08-23 0:00,UNKNOWN,,,UNKNOWN
2010-08-20,DOG,,UNKNOWN,,,,40291,NO,BODY,2010-08-23 0:00,RELEASED,,,UNKNOWN
2010-08-20,DOG,,UNKNOWN,,,,40213,NO,BODY,2010-08-23 0:00,UNKNOWN,,,UNKNOWN
2010-08-22,DOG,,MALE,BRINDLE,1,2010-09-14 0:00,40214,NO,HEAD,2010-08-24 0:00,RELEASED,,,UNKNOWN
2010-08-22,CAT,,UNKNOWN,,,,40213,YES,BODY,2010-08-23 0:00,UNKNOWN,,,UNKNOWN
2010-08-22,DOG,,UNKNOWN,,,,40219,NO,BODY,2010-08-23 0:00,UNKNOWN,,,UNKNOWN
2010-08-22,DOG,,MALE,BLK-TAN,,2009-03-11 0:00,40208,NO,BODY,2010-08-22 0:00,UNKNOWN,,,UNKNOWN
2010-08-23,DOG,,UNKNOWN,,,,40245,NO,BODY,2010-08-24 0:00,UNKNOWN,2010-08-24 0:00,,UNKNOWN
2010-08-23,CAT,,MALE,TABBY,1,2010-03-04 0:00,40214,NO,BODY,2010-08-25 0:00,RELEASED,,,UNKNOWN
2010-08-23,DOG,,UNKNOWN,,,,40204,YES,BODY,2010-08-25 0:00,UNKNOWN,,,UNKNOWN
2010-08-23,DOG,,MALE,SILVER-BLK,1,2010-08-26 0:00,40509,NO,BODY,2010-08-30 0:00,RELEASED,,,UNKNOWN
2010-08-24,CAT,,FEMALE,WHITE,1,2010-09-13 0:00,40242,NO,BODY,2010-08-25 0:00,RELEASED,,,UNKNOWN
2010-08-24,DOG,,UNKNOWN,BROWN,,,40210,YES,BODY,2010-08-25 0:00,UNKNOWN,,,UNKNOWN
2010-08-24,CAT,,FEMALE,BLACK-WHT,1,2009-10-30 0:00,40222,NO,BODY,2010-08-25 0:00,RELEASED,,,UNKNOWN
2010-08-25,DOG,,MALE,BLK-WHITE,1,2010-08-25 0:00,40223,NO,BODY,2010-08-25 0:00,RELEASED,,,UNKNOWN
2010-08-25,DOG,,MALE,BLACK,1,2009-10-23 0:00,40217,NO,BODY,2010-08-26 0:00,RELEASED,,,UNKNOWN
2010-08-25,DOG,,UNKNOWN,,,,40299,YES,BODY,2010-09-08 0:00,UNKNOWN,,,UNKNOWN
2010-08-26,DOG,,UNKNOWN,BLACK,,,40291,NO,BODY,2010-08-27 0:00,UNKNOWN,,,UNKNOWN
2010-08-26,DOG,,MALE,BLACK,1,2010-06-18 0:00,40203,NO,BODY,2010-08-27 0:00,RELEASED,,,UNKNOWN
2010-08-26,DOG,,FEMALE,TAN,,,40207,YES,BODY,2010-08-30 0:00,UNKNOWN,,,UNKNOWN
2010-08-26,DOG,,FEMALE,RED MERLE,3,2009-03-16 0:00,40206,NO,BODY,2010-08-30 0:00,RELEASED,,,UNKNOWN
2010-08-27,DOG,,UNKNOWN,,,,40216,NO,BODY,2010-08-30 0:00,UNKNOWN,,,UNKNOWN
2010-08-27,DOG,,FEMALE,BROWN-WHT,,,40212,NO,BODY,2010-08-27 0:00,UNKNOWN,,,UNKNOWN
2010-08-27,DOG,,MALE,BROWN-WHT,,,40210,NO,BODY,2010-08-27 0:00,UNKNOWN,,,UNKNOWN
2010-08-29,DOG,,FEMALE,MULTI,3,2010-04-07 0:00,40218,NO,BODY,2010-09-01 0:00,RELEASED,,,UNKNOWN
2010-08-29,DOG,,MALE,BROWN,1,2010-08-30 0:00,40241,NO,HEAD,2010-08-31 0:00,RELEASED,,,UNKNOWN
2010-08-29,CAT,,UNKNOWN,,,,40216,YES,BODY,2010-08-30 0:00,UNKNOWN,,,UNKNOWN
2010-08-29,CAT,,UNKNOWN,,,,40213,NO,BODY,2010-08-30 0:00,UNKNOWN,,,UNKNOWN
2010-08-29,DOG,,FEMALE,BLK-BROWN,1,2010-02-08 0:00,40219,NO,BODY,2010-08-30 0:00,RELEASED,,,UNKNOWN
2010-08-29,DOG,,MALE,BLACK,3,2009-04-01 0:00,40272,YES,BODY,2010-08-31 0:00,RELEASED,,,UNKNOWN
2010-08-30,DOG,,MALE,TRI,,,40299,NO,HEAD,2010-09-01 0:00,RELEASED,,,UNKNOWN
2010-08-31,DOG,,FEMALE,BROWN-WHT,1,2010-04-17 0:00,40216,NO,BODY,2010-09-02 0:00,RELEASED,,,UNKNOWN
2010-09-01,DOG,,UNKNOWN,,,,40216,YES,BODY,2010-09-02 0:00,UNKNOWN,,,UNKNOWN
2010-09-02,DOG,,MALE,TRI,1,2010-04-28 0:00,40505,NO,HEAD,2010-09-07 0:00,RELEASED,,,UNKNOWN
2010-09-02,DOG,,FEMALE,RED-WHITE,1,2010-05-13 0:00,40220,NO,BODY,2010-09-03 0:00,RELEASED,,,UNKNOWN
2010-09-03,CAT,,MALE,TABBY,1,2009-11-25 0:00,40218,NO,BODY,2010-09-03 0:00,RELEASED,,,UNKNOWN
2010-09-03,DOG,,FEMALE,WHITE,3,1992-10-01 0:00,40220,NO,BODY,2010-09-07 0:00,UNKNOWN,,,UNKNOWN
2010-09-03,DOG,,FEMALE,GOLDEN BRN,,,40212,NO,BODY,2010-09-07 0:00,RELEASED,,,UNKNOWN
2010-09-03,CAT,,FEMALE,CALICO,1,2010-07-08 0:00,40229,NO,BODY,2010-09-07 0:00,RELEASED,,,UNKNOWN
2010-09-03,DOG,,MALE,BEIGE,1,2010-09-20 0:00,40216,NO,BODY,2010-09-08 0:00,RELEASED,,,UNKNOWN
2010-09-03,DOG,,MALE,BROWN,1,2010-03-18 0:00,47150,NO,HEAD,2010-09-08 0:00,RELEASED,,,UNKNOWN
2010-09-03,CAT,,MALE,BLACK,1,2010-09-28 0:00,40203,NO,BODY,2010-09-13 0:00,RELEASED,,,UNKNOWN
2010-09-04,CAT,,UNKNOWN,,,,40291,NO,HEAD,2010-09-07 0:00,UNKNOWN,,,UNKNOWN
2010-09-04,DOG,,FEMALE,BEIGE,1,2010-08-07 0:00,40214,NO,BODY,2010-09-07 0:00,RELEASED,,,UNKNOWN
2010-09-04,DOG,,FEMALE,BLK-BROWN,1,2010-09-21 0:00,40243,NO,BODY,2010-09-08 0:00,RELEASED,,,UNKNOWN
2010-09-05,DOG,,FEMALE,BLK-WHITE,1,2010-05-06 0:00,40229,NO,BODY,2010-09-08 0:00,RELEASED,,,UNKNOWN
2010-09-06,DOG,,UNKNOWN,,,,40214,YES,BODY,2010-09-08 0:00,UNKNOWN,,,UNKNOWN
2010-09-06,DOG,,UNKNOWN,BLACK,3,2009-10-22 0:00,40258,NO,BODY,2010-09-15 0:00,RELEASED,,,UNKNOWN
2010-09-08,DOG,,MALE,,,,40223,NO,HEAD,2010-09-09 0:00,UNKNOWN,,,UNKNOWN
2010-09-08,DOG,,UNKNOWN,BLK-WHITE,,,40059,NO,BODY,2010-09-08 0:00,UNKNOWN,,,UNKNOWN
2010-09-09,CAT,,UNKNOWN,ORANGE-TAB,,,40291,NO,BODY,2010-09-09 0:00,UNKNOWN,,,UNKNOWN
2010-09-10,DOG,,MALE,BLK-WHITE,1,2010-03-16 0:00,40213,NO,HEAD,2010-09-13 0:00,RELEASED,,,UNKNOWN
2010-09-10,DOG,,UNKNOWN,,,,40299,YES,BODY,2010-09-13 0:00,UNKNOWN,,,UNKNOWN
2010-09-11,OTHER,,UNKNOWN,,,,42701,NO,HEAD,,UNKNOWN,2010-09-11 0:00,,UNKNOWN
2010-09-11,DOG,,MALE,WHT-BLACK,3,2010-06-13 0:00,40243,NO,BODY,2010-09-13 0:00,RELEASED,,,UNKNOWN
2010-09-11,CAT,,MALE,TRI,1,,40220,NO,BODY,2010-09-13 0:00,RELEASED,,,UNKNOWN
2010-09-11,CAT,,MALE,WHT-GREY,,,40220,NO,BODY,2010-09-13 0:00,RELEASED,,,UNKNOWN
2010-09-12,CAT,,UNKNOWN,,,,40214,YES,BODY,2010-09-13 0:00,UNKNOWN,2010-09-13 0:00,,UNKNOWN
2010-09-12,DOG,,FEMALE,BLONDE,1,2010-01-26 0:00,40291,NO,BODY,2010-09-13 0:00,RELEASED,,,UNKNOWN
2010-09-12,DOG,,FEMALE,WHITE-TAN,1,2009-12-21 0:00,40207,NO,BODY,2010-09-13 0:00,RELEASED,,,UNKNOWN
2010-09-12,DOG,,UNKNOWN,,,,40207,NO,BODY,2010-09-17 0:00,UNKNOWN,,,UNKNOWN
2010-09-13,DOG,,UNKNOWN,,,,40258,NO,BODY,,UNKNOWN,2010-09-13 0:00,,UNKNOWN
2010-09-13,DOG,,MALE,LT BRN-WHT,1,2010-01-20 0:00,40291,NO,BODY,2010-09-14 0:00,RELEASED,,,UNKNOWN
2010-09-14,DOG,,UNKNOWN,,,,40215,NO,BODY,2010-09-16 0:00,UNKNOWN,2010-09-16 0:00,,UNKNOWN
2010-09-14,DOG,,MALE,BLK-GRAY,1,2010-09-14 0:00,40213,NO,HEAD,2010-09-16 0:00,RELEASED,,,UNKNOWN
2010-09-14,CAT,,UNKNOWN,,,,40219,NO,HEAD,2010-09-14 0:00,UNKNOWN,,,UNKNOWN
2010-09-15,DOG,,MALE,BLK-WHITE,1,2010-03-17 0:00,40220,NO,BODY,2010-09-15 0:00,RELEASED,,,UNKNOWN
2010-09-15,DOG,,MALE,BEIGE-LTBN,1,2010-06-01 0:00,40216,NO,BODY,2010-09-15 0:00,RELEASED,,,UNKNOWN
2010-09-15,DOG,,UNKNOWN,BROWN,,,40258,YES,BODY,2010-09-16 0:00,UNKNOWN,,,UNKNOWN
2010-09-15,CAT,,FEMALE,ORANGE-WHT,1,2010-04-19 0:00,40207,NO,BODY,2010-09-17 0:00,RELEASED,,,UNKNOWN
2010-09-15,CAT,,UNKNOWN,,,,40272,NO,BODY,2010-09-15 0:00,UNKNOWN,,,UNKNOWN
2010-09-16,DOG,,MALE,BLONDE,1,2010-01-27 0:00,40059,NO,BODY,2010-09-17 0:00,RELEASED,,,UNKNOWN
2010-09-16,DOG,,FEMALE,TAN-WHITE,1,2010-10-11 0:00,40219,NO,BODY,2010-09-17 0:00,RELEASED,,,UNKNOWN
2010-09-17,DOG,,UNKNOWN,,,,,NO,BODY,,UNKNOWN,,,UNKNOWN
2010-09-17,CAT,,UNKNOWN,,,,40291,YES,BODY,2010-09-20 0:00,UNKNOWN,,,UNKNOWN
2010-09-18,DOG,,FEMALE,BROWN-BLK,,,40213,NO,BODY,2010-09-20 0:00,UNKNOWN,,,UNKNOWN
2010-09-18,DOG,,UNKNOWN,,,,40258,YES,BODY,2010-09-20 0:00,UNKNOWN,,,UNKNOWN
2010-09-18,DOG,,FEMALE,BLK-TAN,3,2008-11-07 0:00,40223,NO,BODY,2010-09-20 0:00,RELEASED,,,UNKNOWN
2010-09-18,DOG,,MALE,RED-BLK,3,2010-03-08 0:00,40245,NO,BODY,2010-09-20 0:00,RELEASED,,,UNKNOWN
2010-09-18,DOG,,FEMALE,WHITE-BLK,,2010-03-02 0:00,40228,NO,BODY,2010-09-18 0:00,UNKNOWN,,,UNKNOWN
2010-09-18,DOG,,UNKNOWN,BLACK,,,40216,NO,BODY,2010-09-18 0:00,UNKNOWN,,,UNKNOWN
2010-09-19,CAT,,FEMALE,WHITE-BRN,,,40243,NO,BODY,2010-09-19 0:00,UNKNOWN,,,UNKNOWN
2010-09-19,CAT,,UNKNOWN,,,,40214,NO,BODY,2010-09-19 0:00,UNKNOWN,,,UNKNOWN
2010-09-19,DOG,,UNKNOWN,BLACK-BRN,,,40207,YES,BODY,2010-09-27 0:00,UNKNOWN,,,UNKNOWN
2010-09-20,DOG,,MALE,WHITE-TAN,1,2010-04-30 0:00,40217,NO,BODY,2010-09-21 0:00,RELEASED,,,UNKNOWN
2010-09-20,DOG,,MALE,TAN,,,40229,NO,BODY,2010-09-21 0:00,RELEASED,,,UNKNOWN
2010-09-20,DOG,,FEMALE,BLK-WHITE,1,2009-12-28 0:00,40229,NO,BODY,2010-09-21 0:00,RELEASED,,,UNKNOWN
2010-09-21,DOG,,MALE,TAN,1,2010-10-21 0:00,40299,NO,BODY,2010-09-21 0:00,RELEASED,,,UNKNOWN
2010-09-21,DOG,,FEMALE,BLK-BRN,1,2010-09-22 0:00,40211,YES,BODY,2010-09-23 0:00,RELEASED,,,UNKNOWN
2010-09-21,DOG,,MALE,RED-BRN,1,2010-06-26 0:00,42690-2,NO,BODY,2010-09-23 0:00,RELEASED,,,UNKNOWN
2010-09-21,DOG,,FEMALE,TRI,3,2007-10-19 0:00,40218,NO,BODY,2010-09-27 0:00,RELEASED,,,UNKNOWN
2010-09-22,DOG,,FEMALE,BLK-WHT,,,40212,NO,BODY,,UNKNOWN,2010-09-22 0:00,,UNKNOWN
2010-09-22,DOG,,UNKNOWN,WHITE,,,40219,YES,BODY,2010-09-23 0:00,UNKNOWN,,,UNKNOWN
2010-09-22,DOG,,UNKNOWN,,,,40229,YES,BODY,2010-09-27 0:00,UNKNOWN,,,UNKNOWN
2010-09-22,CAT,,UNKNOWN,,,,40222,YES,BODY,2010-09-24 0:00,UNKNOWN,,,UNKNOWN
2010-09-23,DOG,,FEMALE,BROWN-WHT,,,40206,NO,BODY,2010-09-23 0:00,UNKNOWN,,,UNKNOWN
2010-09-23,CAT,,MALE,WHITE,1,2010-10-06 0:00,40203,NO,BODY,2010-09-24 0:00,UNKNOWN,,,UNKNOWN
2010-09-23,DOG,,UNKNOWN,,,,40299,YES,BODY,2010-10-21 0:00,UNKNOWN,,,UNKNOWN
2010-09-24,DOG,,FEMALE,WHT-GRAY,1,2010-05-21 0:00,,NO,BODY,2010-09-27 0:00,RELEASED,,,UNKNOWN
2010-09-24,DOG,,UNKNOWN,BLK-BROWN,,,40242,NO,BODY,2010-09-24 0:00,UNKNOWN,,,UNKNOWN
2010-09-25,BAT,,UNKNOWN,,,,40206,NO,BODY,,UNKNOWN,2010-09-30 0:00,,UNKNOWN
2010-09-25,CAT,,UNKNOWN,ORANGE-YLO,,,40291,YES,BODY,2010-09-27 0:00,UNKNOWN,,,UNKNOWN
2010-09-25,DOG,,MALE,WHITE,1,2009-11-20 0:00,40204,NO,BODY,2010-09-27 0:00,RELEASED,,,UNKNOWN
2010-09-26,DOG,,MALE,GRAY-BLK,1,2010-07-27 0:00,40222,NO,BODY,2010-09-27 0:00,RELEASED,,,UNKNOWN
2010-09-26,DOG,,MALE,WHT-BLACK,1,2010-10-09 0:00,40215,NO,HEAD,2010-09-30 0:00,RELEASED,,,UNKNOWN
2010-09-27,DOG,,FEMALE,GRAY,1,2010-07-16 0:00,40291,NO,BODY,2010-09-27 0:00,RELEASED,,,UNKNOWN
2010-09-27,DOG,,MALE,BLACK-WHT,,,40215,NO,BODY,2010-09-27 0:00,UNKNOWN,,,UNKNOWN
2010-09-28,CAT,,UNKNOWN,ORANGE-TAB,,,40208,YES,BODY,2010-10-06 0:00,UNKNOWN,,,UNKNOWN
2010-09-30,DOG,,UNKNOWN,,,,40219,NO,BODY,2010-10-04 0:00,UNKNOWN,,,UNKNOWN
2010-09-30,DOG,,MALE,GRAY,3,2010-06-25 0:00,40014,NO,BODY,2010-10-06 0:00,RELEASED,,,UNKNOWN
2010-10-01,DOG,,MALE,GRAY-WHITE,1,2010-10-16 0:00,40245,NO,BODY,2010-10-05 0:00,RELEASED,,,UNKNOWN
2010-10-01,DOG,,MALE,BLK-WHITE,3,2009-04-29 0:00,40291,NO,HEAD,2010-10-05 0:00,RELEASED,,,UNKNOWN
2010-10-01,CAT,,FEMALE,ORANGE-BLK,1,2010-02-08 0:00,40219,NO,BODY,2010-10-04 0:00,RELEASED,,,UNKNOWN
2010-10-02,DOG,,UNKNOWN,BLK-WHITE,,,40229,YES,BODY,2010-10-04 0:00,UNKNOWN,,,UNKNOWN
2010-10-02,DOG,,FEMALE,BROWN-BLK,,,40219,NO,BODY,2010-10-06 0:00,RELEASED,,,UNKNOWN
2010-10-03,DOG,,MALE,TAN-WHITE,1,2010-04-15 0:00,40213,NO,HEAD,2010-10-05 0:00,RELEASED,,,UNKNOWN
2010-10-04,DOG,,MALE,BRN-WHT,1,2010-10-04 0:00,40071,NO,BODY,2010-10-05 0:00,RELEASED,,,UNKNOWN
2010-10-04,DOG,,FEMALE,BROWN,,,40222,NO,BODY,2010-10-05 0:00,RELEASED,,,UNKNOWN
2010-10-05,CAT,,MALE,ORANGE-WHT,1,2010-10-18 0:00,40205,NO,BODY,2010-10-08 0:00,RELEASED,,,UNKNOWN
2010-10-05,DOG,,FEMALE,YELLOW-WHT,1,2010-06-28 0:00,40272,NO,BODY,2010-10-12 0:00,UNKNOWN,,,UNKNOWN
2010-10-06,OTHER,,UNKNOWN,,,,40204,NO,BODY,,UNKNOWN,2010-10-06 0:00,,UNKNOWN
2010-10-06,DOG,,MALE,BLACK,3,2010-10-01 0:00,40272,NO,HEAD,2010-10-08 0:00,RELEASED,,,UNKNOWN
2010-10-06,DOG,,MALE,BROWN-WHT,,,40210,NO,BODY,2010-10-07 0:00,RELEASED,,,UNKNOWN
2010-10-06,DOG,,MALE,BRN-BLACK,1,2010-06-11 0:00,40218,NO,BODY,2010-10-07 0:00,RELEASED,,,UNKNOWN
2010-10-06,DOG,,FEMALE,BLK-WHITE,1,2010-04-16 0:00,40205,NO,BODY,2010-10-12 0:00,RELEASED,,,UNKNOWN
2010-10-06,DOG,,FEMALE,RED-BRN,3,2009-11-22 0:00,40218,NO,BODY,2010-10-18 0:00,RELEASED,,,UNKNOWN
2010-10-07,DOG,,UNKNOWN,,,,40217,NO,BODY,2010-10-08 0:00,UNKNOWN,,,UNKNOWN
2010-10-07,DOG,,FEMALE,DARK-RED,3,2010-10-08 0:00,40222,NO,BODY,2010-10-08 0:00,RELEASED,,,UNKNOWN
2010-10-07,DOG,,UNKNOWN,,,,40202,NO,BODY,2010-10-08 0:00,UNKNOWN,,,UNKNOWN
2010-10-08,DOG,,FEMALE,BEIGE,,,40219,NO,HEAD,2010-10-12 0:00,RELEASED,,,UNKNOWN
2010-10-08,DOG,,MALE,BLACK,3,2010-03-27 0:00,40213,NO,BODY,2010-10-11 0:00,RELEASED,,,UNKNOWN
2010-10-09,DOG,,FEMALE,GRAY,1,2010-07-16 0:00,20151,NO,BODY,2010-10-11 0:00,RELEASED,,,UNKNOWN
2010-10-09,CAT,,UNKNOWN,,,,40207,NO,BODY,2010-10-11 0:00,UNKNOWN,,,UNKNOWN
2010-10-09,DOG,,MALE,BROWN-BLK,3,2009-06-18 0:00,40219,NO,BODY,2010-10-11 0:00,RELEASED,,,UNKNOWN
2010-10-09,DOG,,MALE,RED,3,2009-06-01 0:00,40214,NO,BODY,2010-10-11 0:00,RELEASED,,,UNKNOWN
2010-10-09,DOG,,UNKNOWN,TAN,,,40203,NO,BODY,2010-10-09 0:00,UNKNOWN,,,UNKNOWN
2010-10-09,DOG,,UNKNOWN,WHITE-BRN,1,2010-08-30 0:00,40272,NO,HEAD,2010-10-22 0:00,RELEASED,,,UNKNOWN
2010-10-10,DOG,,MALE,BLACK,1,2010-10-25 0:00,40228,NO,BODY,2010-10-11 0:00,RELEASED,,,UNKNOWN
2010-10-10,DOG,,FEMALE,RED,1,2010-03-13 0:00,40245,NO,BODY,2010-10-11 0:00,RELEASED,,,UNKNOWN
2010-10-10,DOG,,UNKNOWN,,,,40202,YES,BODY,2010-10-12 0:00,UNKNOWN,,,UNKNOWN
2010-10-10,CAT,,UNKNOWN,,,,40214,NO,BODY,2010-10-12 0:00,RELEASED,,,UNKNOWN
2010-10-10,DOG,,FEMALE,BRN-WHITE,3,2008-04-26 0:00,40272,NO,BODY,2010-10-21 0:00,RELEASED,,,UNKNOWN
2010-10-10,DOG,,FEMALE,BLACK,3,2010-08-19 0:00,40272,NO,BODY,2010-10-21 0:00,RELEASED,,,UNKNOWN
2010-10-10,DOG,,MALE,WHITE,1,2010-10-11 0:00,40272,NO,BODY,2010-10-21 0:00,RELEASED,,,UNKNOWN
2010-10-11,DOG,,MALE,BRN-WHITE,1,2010-11-06 0:00,40258,NO,HEAD,2010-10-14 0:00,RELEASED,,,UNKNOWN
2010-10-11,CAT,,MALE,BLK-WHT,1,2010-09-11 0:00,40207,NO,BODY,2010-10-13 0:00,RELEASED,,,UNKNOWN
2010-10-11,DOG,,UNKNOWN,,,,40229,NO,BODY,2010-10-11 0:00,UNKNOWN,,,UNKNOWN
2010-10-12,DOG,,MALE,RED,1,2010-11-03 0:00,40216,NO,BODY,2010-10-12 0:00,RELEASED,,,UNKNOWN
2010-10-12,DOG,,FEMALE,BLK-WHITE,1,2010-11-06 0:00,40272,NO,BODY,2010-10-13 0:00,RELEASED,,,UNKNOWN
2010-10-12,DOG,,MALE,RED-BRN,1,2010-10-09 0:00,40245,NO,BODY,2010-10-13 0:00,RELEASED,,,UNKNOWN
2010-10-12,DOG,,UNKNOWN,,,,40211,YES,BODY,2010-10-18 0:00,UNKNOWN,,,UNKNOWN
2010-10-13,DOG,,MALE,RED-BRN,1,2010-07-13 0:00,40205,NO,HEAD,2010-10-14 0:00,RELEASED,,,UNKNOWN
2010-10-13,CAT,,MALE,GRAY,1,2010-04-05 0:00,40258,NO,BODY,2010-10-13 0:00,RELEASED,,,UNKNOWN
2010-10-13,DOG,,MALE,RUST-BLK,1,2010-10-29 0:00,40218,NO,HEAD,2010-10-15 0:00,RELEASED,,,UNKNOWN
2010-10-13,DOG,,UNKNOWN,,,,40212,YES,BODY,2010-10-14 0:00,UNKNOWN,,,UNKNOWN
2010-10-13,DOG,,UNKNOWN,,,,40202,YES,BODY,2010-10-14 0:00,UNKNOWN,,,UNKNOWN
2010-10-13,DOG,,MALE,BLACK,1,2010-10-14 0:00,40241,NO,BODY,2010-10-22 0:00,RELEASED,,,UNKNOWN
2010-10-15,DOG,,FEMALE,TRI,1,2010-10-21 0:00,40272,NO,BODY,2010-10-18 0:00,RELEASED,,,UNKNOWN
2010-10-15,DOG,,FEMALE,APRICOT,1,2009-11-09 0:00,40059,NO,BODY,2010-10-18 0:00,RELEASED,,,UNKNOWN
2010-10-16,DOG,,MALE,GRAY,3,2009-02-14 0:00,40231,NO,BODY,2010-10-18 0:00,RELEASED,,,UNKNOWN
2010-10-16,DOG,,UNKNOWN,,,,40215,YES,BODY,2010-10-18 0:00,RELEASED,,,UNKNOWN
2010-10-16,CAT,,UNKNOWN,,,,40203,NO,BODY,2010-10-16 0:00,UNKNOWN,,,UNKNOWN
2010-10-16,CAT,,UNKNOWN,,,,40299,NO,BODY,2010-10-16 0:00,UNKNOWN,,,UNKNOWN
2010-10-16,DOG,,MALE,LIVER-WHT,1,2010-09-30 0:00,41472,NO,BODY,2010-10-19 0:00,RELEASED,,,UNKNOWN
2010-10-16,DOG,,MALE,BROWN,,,40213,NO,BODY,2010-10-16 0:00,UNKNOWN,,,UNKNOWN
2010-10-16,DOG,,UNKNOWN,WHITE,,,40272,NO,BODY,2010-10-21 0:00,RELEASED,,,UNKNOWN
2010-10-16,DOG,,MALE,BLK-TAN,1,2010-04-03 0:00,40272,YES,BODY,2010-10-21 0:00,RELEASED,,,UNKNOWN
2010-10-17,DOG,,UNKNOWN,BROWN,,2008-08-29 0:00,40211,NO,BODY,,UNKNOWN,2010-10-18 0:00,,UNKNOWN
2010-10-17,DOG,,MALE,BROWN,1,2010-07-15 0:00,40228,NO,HEAD,2010-10-19 0:00,RELEASED,,,UNKNOWN
2010-10-18,DOG,,FEMALE,BRN-BLACK,,,40203,NO,HEAD,2010-10-19 0:00,RELEASED,,,UNKNOWN
2010-10-18,DOG,,MALE,TAN,1,2010-06-19 0:00,40219,NO,BODY,2010-10-19 0:00,RELEASED,,,UNKNOWN
2010-10-18,CAT,,UNKNOWN,,,,40222,YES,BODY,2010-10-21 0:00,UNKNOWN,,,UNKNOWN
2010-10-18,DOG,,UNKNOWN,WHITE,,2010-04-05 0:00,40214,NO,BODY,2010-10-18 0:00,UNKNOWN,,,UNKNOWN
2010-10-18,DOG,,UNKNOWN,,,,40216,YES,BODY,2010-10-21 0:00,UNKNOWN,,,UNKNOWN
2010-10-18,DOG,,UNKNOWN,,,,40272,NO,BODY,2010-10-21 0:00,UNKNOWN,,,UNKNOWN
