set_num,name,year,theme_id,num_parts,theme_name,parent_id
1544-1,Duplo Medium Bucket,1988,505,57,Basic Set,504.0
2312-1,Duplo Supplementary Bricks,1987,505,39,Basic Set,504.0
3599-1,XXL 250 Canister,2005,505,250,Basic Set,504.0
5380-2,Duplo Large Brick Box - Green Plate,2008,505,71,Basic Set,504.0
5416-2,Brick Box,2009,505,33,Basic Set,504.0
5417-1,Duplo Deluxe Brick Box,2007,505,95,Basic Set,504.0
5490-1,XXL 250 Canister,2006,505,250,Basic Set,504.0
5506-1,LEGO Duplo Building Set-71 pieces,2010,505,71,Basic Set,504.0
5509-1,Duplo Basic Bricks,2010,505,45,Basic Set,504.0
5538-1,Creative Bucket,2009,505,75,Basic Set,504.0
5622-1,Duplo Basic Bricks - Large,2010,505,60,Basic Set,504.0
5748-1,Duplo Creative Building Kit,2011,505,85,Basic Set,504.0
6176-1,Basic Bricks - Deluxe,2008,505,80,Basic Set,504.0
9230-1,Duplo Town Set,2004,505,204,Basic Set,504.0
1056-1,Basic School Pack - 773 elements with teacher's manual,1985,534,785,Universal Building Set,507.0
1065-1,House Accessories - 182 elements,1985,534,196,Universal Building Set,507.0
1083-1,Supplementary Pack,1986,534,106,Universal Building Set,507.0
1089-1,Lego Basic Figures - 24 elements,1985,534,24,Universal Building Set,507.0
9248-1,Bonus Lego Basic Town,1998,534,2,Universal Building Set,507.0
9249-1,LEGO Basic Airport,1988,534,0,Universal Building Set,507.0
9255-1,Basic Set,1992,534,185,Universal Building Set,507.0
9280-1,Giant Lego Dacta Basic Set,1997,534,1417,Universal Building Set,507.0
9287-1,Bonus Lego Basic Town,1996,534,2472,Universal Building Set,507.0
9452-1,Giant Lego Topic Set,1991,534,2195,Universal Building Set,507.0
9453-1,Universal School Set,1997,534,697,Universal Building Set,507.0
9454-1,Function Set,1992,534,350,Universal Building Set,507.0
951178-1,Basic Bricks,1987,534,18,Universal Building Set,507.0
106-1,UNICEF Van,1985,79,59,Off-Road,67.0
1611-1,Dune Buggy,1991,79,21,Off-Road,67.0
1710-1,Snowmobile,1994,79,24,Off-Road,67.0
1730-1,Snow Scooter,1994,79,24,Off-Road,67.0
6641-1,4-Wheelin' Truck,1987,79,81,Off-Road,67.0
6659-1,TV Camera Crew,1986,79,66,Off-Road,67.0
6660-1,Hook & Haul Wrecker,1989,79,52,Off-Road,67.0
6672-1,Safari Off-Road Vehicle,1990,79,67,Off-Road,67.0
6675-1,Road & Trail 4x4,1988,79,81,Off-Road,67.0
1061-1,Single Disk Pack,2000,20,1,Throwbot Slizer,1.0
8500-1,Torch / Fire Slizer,1999,20,33,Throwbot Slizer,1.0
8501-1,Ski / Ice Slizer,1999,20,34,Throwbot Slizer,1.0
8502-1,Turbo / City Slizer,1999,20,45,Throwbot Slizer,1.0
8503-1,Scuba / Sub,1999,20,39,Throwbot Slizer,1.0
8504-1,Jet / Judge Slizer,1999,20,44,Throwbot Slizer,1.0
8505-1,Amazon / Jungle Slizer,1999,20,36,Throwbot Slizer,1.0
8506-1,Granite / Rock Slizer,1999,20,34,Throwbot Slizer,1.0
8507-1,Electro / Energy Slizer,1999,20,37,Throwbot Slizer,1.0
8508-1,Supplementary Disks,1999,20,5,Throwbot Slizer,1.0
8520-1,Millennium/Millennia,2000,20,134,Throwbot Slizer,1.0
8521-1,Flare,2000,20,44,Throwbot Slizer,1.0
8522-1,Spark,2000,20,35,Throwbot Slizer,1.0
8523-1,Blaster / Blaster Slizer,2000,20,89,Throwbot Slizer,1.0
C8500-1,Robotops (8500 + 8501 + 8502 + 8503),1999,20,96,Throwbot Slizer,1.0
C8504-1,Ultrarex (8504 + 8505 + 8506 + 8507),1999,20,88,Throwbot Slizer,1.0
C8521-1,Dynamo (8521 + 8522 + 8523),2000,20,142,Throwbot Slizer,1.0
10654-1,XL Creative Brick Box,2016,365,1599,Classic,
10693-1-s1,Rocket,2015,365,12,Classic,
10697-1,XXXL Box,2015,365,1499,Classic,
10699-1,Sand Baseplate,2015,365,1,Classic,
10700-1,Green Baseplate,2015,365,1,Classic,
10701-1,Gray Baseplate,2015,365,1,Classic,
10702-1,Creative Building Set,2016,365,582,Classic,
10703-1,Creative Builder Box,2017,365,499,Classic,
10704-1,Creative Box,2017,365,900,Classic,
10706-1,Blue Creative Box,2017,365,78,Classic,
10707-1,Red Creative Box,2017,365,55,Classic,
10708-1,Green Creative Box,2017,365,66,Classic,
10709-1,Orange Creative Box,2017,365,60,Classic,
820-2,"LegoWooden Storage Box Large (Double Latch) with Contents, with Lattice",1966,365,0,Classic,
10655-1,Monster Trucks,2013,37,197,Basic Set,22.0
10657-1,My First LEGO Set,2013,37,148,Basic Set,22.0
10659-1,Blue Suitcase,2013,37,152,Basic Set,22.0
10660-1,Pink Suitcase,2013,37,157,Basic Set,22.0
10662-1,LEGO Creative Bucket,2013,37,607,Basic Set,22.0
10681-1,Creative Building Cube,2014,37,599,Basic Set,22.0
10682-1,Creative Suitcase,2014,37,1016,Basic Set,22.0
1270-2,Trial Size Bag - Chromika,2005,37,16,Basic Set,22.0
3598-1,XXL 2000 Canister,2005,37,2000,Basic Set,22.0
3600-1,Build Your Own House Tub,2005,37,1201,Basic Set,22.0
4013-1,Create and Imagine,2003,37,1000,Basic Set,22.0
4014-1,Creator Exclusive,2003,37,500,Basic Set,22.0
4023-1,Fun and Adventure,2003,37,55,Basic Set,22.0
4026-1,"Create Your Dreams {Canister, blue top}",2003,37,100,Basic Set,22.0
4027-1,"Build and Imagine {canister, red top}",2003,37,100,Basic Set,22.0
4028-1,World of Bricks {Blue Bucket},2003,37,500,Basic Set,22.0
4029-1,Build with Bricks Bucket {Red Bucket},2003,37,500,Basic Set,22.0
4103-1,Fun with Bricks {small red bucket},2002,37,200,Basic Set,22.0
4103-2,Fun with Bricks (4293364) - with Minifigs,2006,37,204,Basic Set,22.0
4104-1,Small Creator Bucket,2002,37,200,Basic Set,22.0
4105-1,Imagine and Build,2002,37,500,Basic Set,22.0
4105-2,50th Anniversary Bucket,2005,37,500,Basic Set,22.0
4105-3,Red Bucket,2005,37,483,Basic Set,22.0
4106-1,Large red bucket,2002,37,500,Basic Set,22.0
4107-1,Build Your Dreams,2002,37,1000,Basic Set,22.0
4113-1,Brick Adventures Small Bucket,2002,37,124,Basic Set,22.0
4115-1,All That Drives Bucket,2001,37,166,Basic Set,22.0
4116-1,Animal Adventures Bucket,2001,37,211,Basic Set,22.0
4117-1,Fantastic Flyers & Cool Cars Bucket,2001,37,266,Basic Set,22.0
4118-1,"Buildings, Mansions and Shops",2001,37,364,Basic Set,22.0
4119-1,Regular & Transparent Bricks Bucket,2001,37,234,Basic Set,22.0
4120-1,Fun and Cool Transportation,2001,37,608,Basic Set,22.0
4121-1,All Kinds of Animals / Lap Table,2001,37,174,Basic Set,22.0
4171-1,Spot & Friends,2001,37,53,Basic Set,22.0
4172-1,Tina's House,2001,37,44,Basic Set,22.0
4173-1,Max's Pitstop,2001,37,59,Basic Set,22.0
4174-1,Max Goes Flying,2001,37,173,Basic Set,22.0
4175-1,Adventures with Max & Tina,2001,37,219,Basic Set,22.0
4176-1,The Race of the Year,2001,37,326,Basic Set,22.0
4177-1,Building Stories w/NaNa Bird,2001,37,382,Basic Set,22.0
4179-1,Large Creator Box,2002,37,500,Basic Set,22.0
4278-1,Blue Tub,2003,37,1000,Basic Set,22.0
4279-1,CREATOR Strata Red {Red Tub},2003,37,1002,Basic Set,22.0
4400-1,Creations and Bricks {Red Tub},2003,37,705,Basic Set,22.0
4405-1,Large Creator Bucket,2003,37,1305,Basic Set,22.0
4410-1,Build and Create,2004,37,500,Basic Set,22.0
4411-1,Blue Strata XXL,2004,37,1200,Basic Set,22.0
4412-1,Einfallsreiches Bauen [Imaginative Building],2004,37,200,Basic Set,22.0
4414-1,LEGO Creator Bucket,2004,37,500,Basic Set,22.0
4425-1,Better Building More Fun,2004,37,2000,Basic Set,22.0
4495173-1,LEGO Creative Building Set,2006,37,705,Basic Set,22.0
4496-1,Fun with Building Tub,2004,37,1000,Basic Set,22.0
4496-2,50th Anniversary Tub,2005,37,1000,Basic Set,22.0
4496-3,Fun with Building Tub - Reissue,2006,37,798,Basic Set,22.0
4497-1,Pretend and Create,2004,37,1000,Basic Set,22.0
4518-1,Creator Set,2004,37,805,Basic Set,22.0
4538-1,Special Edition,2004,37,200,Basic Set,22.0
4540315-1,LEGO Creative Bucket (TRU Exclusive),2009,37,480,Basic Set,22.0
4548431-1,Brick Tub 'Die Lego Show' - Limited Edition,2008,37,701,Basic Set,22.0
4562-1,Creator Box,2004,37,200,Basic Set,22.0
4586940-1,Basic Set Limited Edition,2010,37,480,Basic Set,22.0
4626-1,Farm Brick Box,2012,37,231,Basic Set,22.0
4630-1,Build and Play Box,2012,37,1000,Basic Set,22.0
4679-1,Bricks and Creations Tub,2004,37,2,Basic Set,22.0
4679-2,Bricks and Creations Tub - (TRU Exclusive),2005,37,2,Basic Set,22.0
4679a-1,Bricks and Creations Tub (Bottom Tub and its contents only),2004,37,1000,Basic Set,22.0
4679a-2,Bricks and Creations Tub - (TRU Exclusive) (Bottom Tub and its contents only),2005,37,1000,Basic Set,22.0
4696-1,Blue Bucket,2004,37,200,Basic Set,22.0
4810-1,Blue Creator Bucket,2001,37,256,Basic Set,22.0
4919-1,Blue Tub,2005,37,1500,Basic Set,22.0
5369-1,Creator Tub,2005,37,700,Basic Set,22.0
5370-1,Large Make and Create Bucket with Special LEGO Bonus Bricks,2005,37,2,Basic Set,22.0
5370a-1,Large Make and Create Bucket with Special LEGO Bonus Bricks (Bucket and its contents only),2005,37,500,Basic Set,22.0
5475-1,Girls Fantasy Bucket,2006,37,191,Basic Set,22.0
5477-1,LEGO® Classic House Building,2006,37,233,Basic Set,22.0
5482-1,Ultimate LEGO House Building Set,2006,37,674,Basic Set,22.0
5483-1,"Ready, Steady Build, and Race",2006,37,692,Basic Set,22.0
5487-1,Fun with LEGO Bricks,2009,37,700,Basic Set,22.0
5489-1,Ultimate LEGO Vehicle Building Set,2009,37,676,Basic Set,22.0
5491-1,XXL 2000,2006,37,2000,Basic Set,22.0
5493-1,Emergency Rescue Box,2006,37,705,Basic Set,22.0
5508-1,Deluxe Brick Box,2010,37,704,Basic Set,22.0
5515-1,Fun Building with LEGO Bricks,2007,37,240,Basic Set,22.0
5517-1,XXL 1800,2007,37,1800,Basic Set,22.0
5519-1,Creator Bucket,2007,37,485,Basic Set,22.0
5522-1,LEGO Golden Anniversary Set,2008,37,700,Basic Set,22.0
5528-1,Red Cannister,2007,37,700,Basic Set,22.0
5529-1,LEGO Basic Bricks,2010,37,326,Basic Set,22.0
5529-2,"LEGO Basic Bricks, Limited Edition",2010,37,326,Basic Set,22.0
5537-1,Limited Edition [Blue Tub],2007,37,683,Basic Set,22.0
5539-1,Creative Bucket,2009,37,480,Basic Set,22.0
5549-1,LEGO Building Fun,2010,37,651,Basic Set,22.0
5560-1,Large Pink Brick Box,2009,37,398,Basic Set,22.0
5573-1,LEGO Build & Play [Blue Tub],2008,37,646,Basic Set,22.0
5573-2,LEGO Build & Play (Red Tub),2009,37,644,Basic Set,22.0
5582-1,Ultimate Town Building Set,2008,37,697,Basic Set,22.0
5584-1,Fun with Wheels,2008,37,648,Basic Set,22.0
5585-1,Pink Brick Box,2008,37,216,Basic Set,22.0
5589-1,Giant Box,2009,37,1600,Basic Set,22.0
5749-1,Creative Building Kit,2011,37,650,Basic Set,22.0
5898-1,Car Building Set,2010,37,135,Basic Set,22.0
5899-1,House Building Set,2010,37,126,Basic Set,22.0
6053-1,My First LEGO Town,2011,37,709,Basic Set,22.0
6092-1,50 Jahre In Deutschland,2006,37,706,Basic Set,22.0
6092-2,LEGO Special Edition Creative Building Tub,2006,37,706,Basic Set,22.0
6131-1,Build and Play,2011,37,646,Basic Set,22.0
6161-1,Brick Box,2007,37,221,Basic Set,22.0
6164-1,LEGO Rescue Building Set,2007,37,519,Basic Set,22.0
6166-1,Large Brick Box,2007,37,406,Basic Set,22.0
6167-1,Deluxe Brick Box,2006,37,693,Basic Set,22.0
6186-1,Build Your Own LEGO Harbor,2008,37,252,Basic Set,22.0
6191-1,Fire Fighter Building Set,2009,37,117,Basic Set,22.0
6192-1,Pirates Building Set,2009,37,150,Basic Set,22.0
6193-1,Castle Building Set,2009,37,137,Basic Set,22.0
6194-1,My Own LEGO Town,2009,37,515,Basic Set,22.0
66188-1,Creative Building Set,2007,37,2,Basic Set,22.0
66237-1,Build & Play Value Pack,2008,37,2,Basic Set,22.0
66284-1,LEGO Build and Play Value Pack,2009,37,2,Basic Set,22.0
66311-1,LEGO Creative Value Pack (TRU Exclusive),2010,37,2,Basic Set,22.0
66380-1,LEGO Creative Value Pack (TRU UK Exclusive),2011,37,2,Basic Set,22.0
7335-1,Foundation Set - Blue Bucket,2006,37,460,Basic Set,22.0
7336-1,Foundation Set - Red Bucket,2006,37,427,Basic Set,22.0
7615-1,Basic Blue Bucket,2009,37,471,Basic Set,22.0
7616-1,Basic Red Bucket,2009,37,428,Basic Set,22.0
7793-1,LEGO Standard Starter Set,2006,37,483,Basic Set,22.0
7795-1,LEGO Deluxe Starter Set,2006,37,1092,Basic Set,22.0
7825-1,Creator Bucket,2002,37,500,Basic Set,22.0
7830-1,Small Blue Bucket,2002,37,200,Basic Set,22.0
7831-1,Make-believe Bucket,2002,37,200,Basic Set,22.0
7832-1,Small Blue Bucket,2002,37,200,Basic Set,22.0
7837-1,Build and Create,2002,37,600,Basic Set,22.0
7870-1,Hans Christian Andersen Bucket,2005,37,499,Basic Set,22.0
K4103-1,Creator Bucket bundled with 4782 (TRU Exclusive),2005,37,2,Basic Set,22.0
makepromo-1,Make and Create Basic Set (Toyfair Nuernberg Promotion),2003,37,0,Basic Set,22.0
10665-1,Spider-Man: Spider-Car Pursuit,2014,591,55,Juniors,
10666-1,Digger,2014,591,75,Juniors,
10667-1,Construction,2014,591,159,Juniors,
10668-1,The Princess Play Castle,2014,591,149,Juniors,
10669-1,Turtle Lair,2014,591,107,Juniors,
10671-1,Fire Emergency,2014,591,123,Juniors,
10672-1,Batman: Defend the Batcave,2014,591,150,Juniors,
10673-1,Race Car Rally,2014,591,349,Juniors,
10674-1,Pony Farm,2014,591,305,Juniors,
10675-1,Police – The Big Escape,2014,591,146,Juniors,
10676-1,Knights’ Castle,2014,591,479,Juniors,
10677-1,Beach Excursion,2015,591,74,Juniors,
10679-1,Pirate Treasure Hunt,2015,591,57,Juniors,
10680-1,Garbage Truck,2015,591,99,Juniors,
10683-1,Road Work Truck,2015,591,132,Juniors,
10684-1,Supermarket Suitcase,2015,591,132,Juniors,
10685-1,Fire Suitcase,2015,591,113,Juniors,
10686-1,Family House,2015,591,226,Juniors,
10687-1,Spider-Man™ Hideout,2015,591,137,Juniors,
10720-1,Police Helicopter Chase,2016,591,63,Juniors,
10721-1,Iron Man vs Loki,2016,591,66,Juniors,
10722-1,Snake Showdown,2016,591,92,Juniors,
10723-1,Ariel's Dolphin Carriage,2016,591,70,Juniors,
10725-1,Lost Temple,2016,591,171,Juniors,
10729-1,Cinderella's Carriage,2016,591,116,Juniors,
10734-1,Demolition Site,2017,591,162,Juniors,
10735-1,Police Truck Chase,2017,591,90,Juniors,
10736-1,Anna & Elsa's Frozen Playground,2017,591,94,Juniors,
10737-1,Batman vs. Mr. Freeze,2017,591,63,Juniors,
10740-1,Fire Patrol Suitcase,2017,591,108,Juniors,
10746-1,Mia's Farm Suitcase,2017,591,104,Juniors,
10747-1,Andrea and Stephanie's Beach Holiday,2017,591,141,Juniors,
30473-1,Racer,2016,591,30,Juniors,
1067-1,Community Vehicles,1988,507,251,Educational and Dacta,
2000409-1,Window Exploration Bag,2010,507,5200,Educational and Dacta,
2000414-1,Starter Kit,2010,507,239,Educational and Dacta,
2000416-1,Duck,2012,507,6,Educational and Dacta,
2000424-1,Story Starter (Sample Set),2014,507,96,Educational and Dacta,
2000445-1,Crossing the River,2016,507,14,Educational and Dacta,
45000-1,Creative Builder,2013,507,120,Educational and Dacta,
45001-1,Playground,2013,507,104,Educational and Dacta,
45002-1,Tech Machines Set,2013,507,92,Educational and Dacta,
45020-1,Creative Lego Brick Set,2016,507,998,Educational and Dacta,
45100-1,Story Starter Core Set,2013,507,1145,Educational and Dacta,
45103-1,StoryStarter Expansion Pack: Community,2015,507,200,Educational and Dacta,
45110-1,BuildToExpress Set,2013,507,204,Educational and Dacta,
5003246-1,EV3 Track Rubber Elements,2015,507,30,Educational and Dacta,
9089-1,Tubes Experiment Set,2004,507,150,Educational and Dacta,
9090-1,XL Duplo Bulk Set,1993,507,564,Educational and Dacta,
9209-1,Community Services Set,2012,507,130,Educational and Dacta,
9218-1,Wild Animals Set,2012,507,96,Educational and Dacta,
9251-1,Lego Basic Just Bricks,2000,507,576,Educational and Dacta,
9331-1,BuildToExpress Set,2009,507,207,Educational and Dacta,
9334-1,Animals,2010,507,1082,Educational and Dacta,
9338-1,LEGO SERIOUS Play mini-kit,2011,507,57,Educational and Dacta,
9349-1,Fairytale and Historic Minifigures,2011,507,232,Educational and Dacta,
9387-1,Wheels Set,2011,507,286,Educational and Dacta,
9388-1,Small building plates,2012,507,22,Educational and Dacta,
9389-1,Community Starter Set,2012,507,1903,Educational and Dacta,
9530-1,Letters Set,2008,507,134,Educational and Dacta,
9531-1,Numbers and Mosaics Set,2008,507,352,Educational and Dacta,
9544-1,Math Machines Set,2006,507,554,Educational and Dacta,
9580-1,WeDo Robotics Construction Set,2009,507,157,Educational and Dacta,
9686-1,Simple and Motorized Mechanisms Base Set,2009,507,389,Educational and Dacta,
991464-1,LEGO Smart Kit,2009,507,20,Educational and Dacta,
9999-1,Upgrade Kit for 9654,2008,507,7,Educational and Dacta,
1068-1,Air Patrol,1999,87,20,Extreme Team,50.0
1070-1,Stunt Flyer,1999,87,20,Extreme Team,50.0
1088-1,Road Burner,1999,87,25,Extreme Team,50.0
1098-1,Hang Glider,1998,87,19,Extreme Team,50.0
1188-1,Fire Formula,1999,87,38,Extreme Team,50.0
1189-1,Rocket Boat,1999,87,30,Extreme Team,50.0
1190-1,Retro Buggy,1999,87,90,Extreme Team,50.0
1191-1,Try Bird,1999,87,34,Extreme Team,50.0
1295-1,Water Rider,2000,87,30,Extreme Team,50.0
2537-1,Extreme Team Raft,1998,87,20,Extreme Team,50.0
2963-1,Extreme Team Racer,1998,87,83,Extreme Team,50.0
6567-1,Speed Splash,1998,87,28,Extreme Team,50.0
6568-1,Drag Race Rally,1998,87,291,Extreme Team,50.0
6572-1,Wind Runners,1998,87,52,Extreme Team,50.0
6580-1,Land Jet 7,1998,87,114,Extreme Team,50.0
6582-1,Daredevil Flight Squad,1998,87,287,Extreme Team,50.0
6584-1,Extreme Team Challenge,1998,87,357,Extreme Team,50.0
6585-1,Hang-Glider,1998,87,19,Extreme Team,50.0
6589-1,Radical Racer,1998,87,83,Extreme Team,50.0
78597-1,Extreme Action Pack,1999,87,3,Extreme Team,50.0
kabextreme-1,Kabaya Extreme Team 4-Pack,1999,87,4,Extreme Team,50.0
1069-1,Speedboat,1999,77,22,Harbor,67.0
1562-1,Wave Jumper,1990,77,25,Harbor,67.0
1632-1,Motor Boat,1990,77,28,Harbor,67.0
2882-1,Speedboat,1997,77,22,Harbor,67.0
2883-1,Boat,1997,77,28,Harbor,67.0
6483-1,Coastal Patrol,1994,77,245,Harbor,67.0
6508-1,Wave Racer,1990,77,37,Harbor,67.0
6513-1,Glade Runner,1993,77,31,Harbor,67.0
6517-1,Water Jet,1996,77,28,Harbor,67.0
6537-1,Hydro Racer,1994,77,50,Harbor,67.0
6540-1,Pier Police,1991,77,358,Harbor,67.0
6541-1,Intercoastal Seaport,1991,77,552,Harbor,67.0
6542-1,Launch & Load Seaport,1991,77,1078,Harbor,67.0
6543-1,Sail N' Fly Marina,1994,77,709,Harbor,67.0
6596-1,Wave Master,1995,77,133,Harbor,67.0
6663-1,Wave Rebel,1993,77,78,Harbor,67.0
6679-1,Dark Shark,1991,77,82,Harbor,67.0
6698-1,RV with Speedboat,1986,77,129,Harbor,67.0
10724-1,Batman & Superman vs. Lex Luthor,2016,482,164,Super Heroes,
30546-1,Krypto Saves the Day,2017,482,55,Super Heroes,
30604-1,Cosmic Boy,2016,482,7,Super Heroes,
30606-1,Nightwing,2016,482,6,Super Heroes,
41230-1,Batgirl Batjet Chase,2017,482,206,Super Heroes,
41231-1,Harley Quinn to the rescue,2016,482,217,Super Heroes,
41232-1,Super Hero High School,2017,482,711,Super Heroes,
41233-1,"Lashina"" Tank",2017,482,142,Super Heroes,
41234-1,Bumblebee Helicopter,2017,482,141,Super Heroes,
41235-1,Wonder Woman Dorm,2017,482,186,Super Heroes,
76044-1,Clash of the Heroes,2016,482,91,Super Heroes,
76045-1,Kryptonite Interception,2016,482,308,Super Heroes,
76046-1,Heroes of Justice: Sky High Battle,2016,482,516,Super Heroes,
76051-1,Super Hero Airport Battle,2016,482,814,Super Heroes,
76061-1,Mighty Micros: Batman™ vs. Catwoman™,2016,482,79,Super Heroes,
76062-1,Mighty Micros: Robin™ vs. Bane™,2016,482,77,Super Heroes,
76063-1,Mighty Micros: The Flash™ vs. Captain Cold™,2016,482,88,Super Heroes,
76064-1,Mighty Micros: Spider-Man vs. Green Goblin,2016,482,85,Super Heroes,
76065-1,Mighty Micros: Captain America vs. Red Skull,2016,482,95,Super Heroes,
76066-1,Mighty Micros: Hulk vs. Ultron,2016,482,80,Super Heroes,
76070-1,Mighty Micros: Wonder Woman vs. Doomsday,2017,482,85,Super Heroes,
76072-1,Mighty Micros: Iron Man vs. Thanos,2017,482,94,Super Heroes,
76075-1,"Wonder Woman"" Warrior Battle",2017,482,285,Super Heroes,
10726-1,Stephanie's Horse Carriage,2016,496,58,Animals,494.0
41017-1,Squirrel's Tree House,2013,496,41,Animals,494.0
41018-1,Cat's Playground,2013,496,31,Animals,494.0
41019-1,Turtle's Little Oasis,2013,496,33,Animals,494.0
41020-1,Hedgehog's Hideaway,2013,496,34,Animals,494.0
41021-1,Poodle's Little Palace,2013,496,46,Animals,494.0
41022-1,Bunny's Hutch,2013,496,37,Animals,494.0
41023-1,Fawn's Forest,2013,496,35,Animals,494.0
41024-1,Parrot's Perch,2013,496,32,Animals,494.0
41025-1,Puppy's Playhouse,2013,496,39,Animals,494.0
41041-1,Turtle's Little Paradise,2014,496,43,Animals,494.0
41042-1,Tiger's Beautiful Temple,2014,496,42,Animals,494.0
41043-1,Penguin's Playground,2014,496,46,Animals,494.0
41044-1,Macaw's Fountain,2014,496,39,Animals,494.0
41045-1,Orangutan's Banana Tree,2014,496,37,Animals,494.0
41046-1,Brown Bear's River,2014,496,37,Animals,494.0
41047-1,Seal's Little Rock,2014,496,37,Animals,494.0
41048-1,Lion Cub's Savannah,2014,496,43,Animals,494.0
41049-1,Panda's Bamboo,2014,496,47,Animals,494.0
41302-1,Puppy Pampering,2017,496,45,Animals,494.0
41303-1,Puppy Playground,2017,496,62,Animals,494.0
41304-1,Puppy Treats & Tricks,2017,496,45,Animals,494.0
5004260-1,"Friends Animal Collection 3 in 1 (41044, 41045, 41046)",2014,496,3,Animals,494.0
561411-1,Cute Kitten,2014,496,24,Animals,494.0
10727-1,Emma's Ice Cream Truck,2016,494,136,Friends,
10728-1,Mia's Vet Clinic,2016,494,182,Friends,
11908-1,Build Your Own Adventure with Liza Mini-Doll and Touring Car,2015,494,77,Friends,
30100-1,Andrea on the Beach,2012,494,28,Friends,
30101-1,Skate Boarder,2012,494,28,Friends,
30102-1,Desk,2012,494,28,Friends,
30103-1,Car,2012,494,32,Friends,
30105-1,Stephanie and Mailbox,2012,494,41,Friends,
30106-1,Ice Cream Stand,2013,494,34,Friends,
30107-1,Birthday Party,2013,494,39,Friends,
30108-1,Summer Picnic,2013,494,33,Friends,
30112-1,Emma's Flower Stand,2014,494,35,Friends,
30113-1,Stephanie's Bakery Stand,2014,494,28,Friends,
30114-1,Andrea's Beach Lounge,2014,494,29,Friends,
30202-1,Smoothie Stand,2015,494,37,Friends,
30203-1,Mini Golf,2015,494,26,Friends,
30204-1,Wish Fountain,2015,494,44,Friends,
30205-1,Pop Star,2015,494,33,Friends,
30396-1,Cupcake Stall,2016,494,28,Friends,
30398-1,Adventure Camp Bridge,2016,494,35,Friends,
30399-1,Bowling Alley,2016,494,51,Friends,
30400-1,Gymnastic Bar,2017,494,26,Friends,
30401-1,Emma's Pool Slide,2017,494,45,Friends,
3061-1,City Park Café,2012,494,244,Friends,
3063-1,Heartlake Flying Club,2012,494,197,Friends,
3065-1,Olivia’s Tree House,2012,494,214,Friends,
3183-1,Stephanie’s Cool Convertible,2012,494,148,Friends,
3184-1,Adventure Camper,2012,494,324,Friends,
3185-1,Summer Riding Camp,2012,494,1158,Friends,
3186-1,Emma's  Horse Trailer,2012,494,232,Friends,
3187-1,Butterfly Beauty Shop,2012,494,240,Friends,
3188-1,Heartlake Vet,2012,494,371,Friends,
3189-1,Heartlake Stables,2012,494,424,Friends,
3315-1,Olivia’s House,2012,494,733,Friends,
3930-1,Stephanie's Outdoor Bakery,2012,494,45,Friends,
3931-1,Emma's Splash Pool,2012,494,43,Friends,
3932-1,Andrea’s Stage,2012,494,83,Friends,
3933-1,Olivia's Invention Workshop,2012,494,86,Friends,
3934-1,Mia’s Puppy House,2012,494,83,Friends,
3935-1,Stephanie’s Pet Patrol,2012,494,73,Friends,
3936-1,Emma’s Fashion Design Studio,2012,494,77,Friends,
3937-1,Olivia's Speedboat,2012,494,64,Friends,
3938-1,Andrea's Bunny House,2012,494,64,Friends,
3939-1,Mia's Bedroom,2012,494,86,Friends,
3942-1,Heartlake Dog Show,2012,494,202,Friends,
40112-1,Model Catwalk,2014,494,143,Friends,
40114-1,LEGO Friends Buildable Jewelry Box,2014,494,201,Friends,
40156-1,Organiser,2015,494,171,Friends,
40171-1,Hedgehog Storage,2017,494,232,Friends,
40265-1,Friends Tic-Tac-Toe,2017,494,58,Friends,
41000-1,Water Scooter Fun,2013,494,28,Friends,
41001-1,Mia's Magic Tricks,2013,494,92,Friends,
41002-1,Emma's Karate Course,2013,494,92,Friends,
41003-1,Olivia's Newborn Foal,2013,494,85,Friends,
41004-1,Rehearsal Stage,2013,494,199,Friends,
41005-1,Heartlake High,2013,494,490,Friends,
41006-1,Downtown Bakery,2013,494,268,Friends,
41007-1,Heartlake Pet Salon,2013,494,264,Friends,
41008-1,Heartlake City Pool,2013,494,441,Friends,
41009-1,Andrea's Bedroom,2013,494,94,Friends,
41010-1,Olivia’s Beach Buggy,2013,494,94,Friends,
41011-1,Stephanie's Soccer Practice,2013,494,82,Friends,
41013-1,Emma's Sports Car,2013,494,163,Friends,
41015-1,Dolphin Cruiser,2013,494,631,Friends,
41026-1,Sunshine Harvest,2014,494,236,Friends,
41027-1,Mia's Lemonade Stand,2014,494,114,Friends,
41028-1,Emma's Lifeguard Post,2014,494,78,Friends,
41029-1,Stephanie's New Born Lamb,2014,494,93,Friends,
41030-1,Olivia's Ice Cream Bike,2014,494,98,Friends,
41031-1,Andrea's Mountain Hut,2014,494,119,Friends,
41034-1,Summer Caravan,2014,494,311,Friends,
41035-1,Heartlake Juice Bar,2014,494,276,Friends,
41037-1,Stephanie's Beach House,2014,494,387,Friends,
41039-1,Sunshine Ranch,2014,494,753,Friends,
41056-1,Heartlake News Van,2014,494,276,Friends,
41057-1,Heartlake Horse Show,2014,494,373,Friends,
41058-1,Heartlake Shopping Mall,2014,494,1165,Friends,
41085-1,Vet Clinic,2015,494,200,Friends,
41086-1,Vet Ambulance,2015,494,88,Friends,
41087-1,Bunny and Babies,2015,494,47,Friends,
41088-1,Puppy Training,2015,494,65,Friends,
41089-1,Little Foal,2015,494,43,Friends,
