set_num,name,year,theme_id,num_parts
1978-2,Town Value Pack,1983,67,3
1979-1,Snowman,1991,227,42
1979-2,Town Value Pack,1984,67,3
1980-1,Santa's Elves,1991,227,30
198-1,Cowboys,1977,364,39
1983-1,Space Value Pack,1984,130,3
1990-1,F1 Race Car,1993,82,35
199-1,Scooter,1977,364,41
1991-1,Racing Pickup,1993,82,81
1992-1,Dragsters,1993,82,103
1993-1,Race Value Pack,1993,82,3
1994-1,Turtle Bucket with Motor,1992,469,192
1995-1,Racer,1999,470,15
1997-1,Town Value Pack,1985,67,3
1998-1,Silja Line Ferry,1991,471,375
1999-1,Space Value Pack,1985,130,3
20001-1,BrickMaster,2007,22,103
20002-1,Fire Truck,2008,58,56
20003-1,Dinosaur,2008,22,102
2000409-1,Window Exploration Bag,2010,507,5200
20004-1,Jungle Cruiser,2008,265,83
2000413-1,Connections Kit,2010,432,2045
2000414-1,Starter Kit,2010,507,239
2000415-1,Identity and Landscape Kit,2010,432,1536
2000416-1,Duck,2012,507,6
2000421-1,FLL Trophy Small,2013,398,233
2000422-1,FLL Trophy Medium,2013,398,267
2000423-1,FLL Trophy Large,2013,398,437
2000424-1,Story Starter (Sample Set),2014,507,96
2000430-1,Identity and Landscape Kit,2013,432,2844
2000431-1,Connections Kit,2013,432,2448
2000445-1,Crossing the River,2016,507,14
2000446-1,"Building My SG - Reflect, Celebrate, Inspire",2015,517,243
20005-1,Winged Rahi (Klakk),2008,324,38
20006-1,Clone Turbo Tank - Mini,2008,162,64
20007-1,Republic Attack Cruiser - Mini,2009,162,84
20008-1,Tow Truck,2009,22,79
20009-1,AT-TE Walker - Mini,2009,161,94
200-1,Family,1974,364,78
20010-1,Republic Gunship - Mini,2009,161,94
20011-1,Garbage Truck,2009,22,74
20012-1,Click,2009,324,33
20013-1,Mini Neptune Carrier,2010,316,63
20014-1,4 x 4 Dynamo,2010,22,69
20015-1,Alligator,2010,22,89
20016-1,Imperial Shuttle - Mini,2010,163,70
20017-1,Dagger Trap,2010,271,52
20018-1,AT-AT Walker - Mini,2010,163,83
20019-1,Slave I,2011,163,76
200-2,Building Ideas Book,1985,501,0
20020-1,Mini Turbo Shredder,2011,435,83
20021-1,Bounty Hunter Gunship - Mini,2011,160,81
200-3,"LEGO Town Plan Board, Plastic",1957,372,1
200-4,"LEGO Town Plan Board, Continental European Cardboard Version",1959,372,1
200-5,"LEGO Town Plan Board, UK / Australian Cardboard Version",1962,372,1
2008-1,Heart 2008,2008,232,92
2009-2,Heart 2009,2009,232,92
200A-1,LEGO Town Plan Wooden Board,1957,372,1
200M-1,LEGO Town Plan Wooden Board,1957,372,1
20-1,Universal Building Set,1976,469,217
2010-1,Happy Holidays - The Christmas Game,2010,502,139
2011-2,Lego Duck,2011,301,91
20200-1,"MBA Level One - Kit 1, Space Designer",2011,432,177
20201-1,"MBA Level One - Kit 2, Microbuild Designer",2011,432,221
20202-1,"MBA Level One - Kit 3, Robot Designer",2011,432,158
20203-1,"MBA Level Two - Kit 4, Flight Designer",2011,432,145
20204-1,"MBA Level Two - Kit 5, Creature Designer",2012,432,232
20205-1,MBA Level Two - Kit 6 Auto Designer,2012,432,188
20206-1,"MBA Level Three - Kit 7, The Lost Village",2012,432,229
20207-1,"MBA Level Three - Kit 8, The Forbidden Bridge",2012,432,220
20208-1,"MBA Level Three - Kit 9, The Dark Lair",2012,432,183
20214-1,MBA Adventure Designer (Kits 7 - 9 Redesign),2013,432,3
20215-1,MBA Invention Designer (Kits 10 - 12),2013,432,675
20216-1,MBA Robot & Micro Designer (Kits 2 - 3 Redesign),2013,432,2
20217-1,MBA Action Designer (Kits 4 - 6 Redesign),2013,432,3
2025-1,Boat,1999,470,12
2027-1,Pen Pack Alpha,2000,501,0
2032-1,Helicopter,1999,470,18
2045-1,Car,1999,470,17
2047-1,Plane,1999,470,13
205-2,Universal Figure Set,1978,364,118
2063-1,Stormer 2.0,2011,401,31
2064-1,Air Ambulance,2007,60,115
2065-1,Furno 2.0,2011,401,30
2067-1,Evo 2.0,2011,401,31
2068-1,Nex 2.0,2011,401,31
2069-1,Boat,1999,470,15
2070-1,Ring Me Rabbit,1987,504,3
2075-1,Prop Plane,1999,470,14
208-1,Mother with Baby Carriage,1978,364,46
2-1,Extra Large Tires & Hubs,1982,1,4
2-10,Mini-Wheel Model Maker No. 2,1971,423,63
21000-1,Sears Tower,2008,252,69
21000-2,Willis Tower,2011,252,69
21001-1,John Hancock Center,2008,252,69
21002-1,Empire State Building,2009,252,77
21003-1,Seattle Space Needle,2009,252,57
21004-1,Solomon R. Guggenheim Museum,2009,252,208
21005-1,Fallingwater,2009,252,811
21006-1,The White House,2010,252,560
21007-1,Rockefeller Center,2010,252,240
21008-1,Burj Khalifa,2011,252,208
21009-1,Farnsworth House,2011,252,546
210-1,Cowboys,1976,364,39
21010-1,Robie House,2011,252,2276
21011-1,Brandenburg Gate,2011,252,363
21012-1,Sydney Opera House,2012,252,270
21013-1,Big Ben,2012,252,346
21014-1,Villa Savoye,2012,252,659
21015-1,The Leaning Tower of Pisa,2013,252,344
21016-1,Sungnyemun,2012,252,325
21017-1,Imperial Hotel,2013,252,1187
21018-1,United Nations Headquarters,2013,252,596
21019-1,Eiffel Tower,2014,252,320
210-2,Small Store Set,1958,372,30
21020-1,The Trevi Fountain,2014,252,730
21021-1,Marina Bay Sands,2014,252,601
21022-1,Lincoln Memorial,2015,252,273
21023-1,Flatiron Building,2015,252,470
21024-1,Louvre,2015,252,694
21026-1,Venice,2016,253,212
21027-1,Berlin,2016,253,289
21028-1,New York City,2016,253,597
21029-1,Buckingham Palace,2016,252,779
21030-1,United States Capitol Building,2016,252,1031
21031-1,Burj Khalifa,2016,252,332
21032-1,Sydney,2017,253,361
21033-1,Chicago,2017,253,444
21034-1,London,2017,253,467
21035-1,Solomon R. Guggenheim Museum&reg;,2017,252,744
21050-1,Architecture Studio,2013,252,1210
2-11,Medium Basic LEGO Set,1976,433,130
21100-1,Shinkai 6500 Submarine,2011,576,412
21101-1,Hayabusa,2012,576,364
21102-1,Minecraft Micro World,2012,577,458
21103-1,Back to the Future Delorean,2013,576,400
21104-1,Mars Science Laboratory Curiosity Rover,2014,576,295
21105-1,Minecraft Micro World: The Village,2013,577,465
21106-1,Minecraft Micro World: The Nether,2013,577,469
21107-1,Micro World - The End,2014,577,439
21108-1,Ghostbusters,2014,576,507
21109-1,Exo-Suit,2014,576,320
211-1,Mother and Baby with Dog,1976,364,44
21110-1,Research Institute,2014,576,163
2111-1,Kai,2011,435,19
21113-1,The Cave,2014,577,249
21114-1,The Farm,2014,577,262
21115-1,The First Night,2014,577,408
21116-1,Crafting Box,2014,577,517
21117-1,The Ender Dragon,2014,577,633
21118-1,The Mine,2014,577,921
21119-1,The Dungeon,2015,577,219
211-2,Small House Set,1958,372,19
21120-1,The Snow Hideout,2015,577,327
2112-1,Cole,2011,435,18
21121-1,The Desert Outpost,2015,577,518
21122-1,The Nether Fortress,2015,577,570
21123-1,The Iron Golem,2016,577,208
21124-1,The End Portal,2016,577,558
21125-1,The Jungle Tree House,2016,577,706
21126-1,The Wither,2016,577,318
21127-1,The Fortress,2016,577,982
21128-1,The Village,2016,577,1596
21129-1,The Mushroom Island,2017,577,247
21130-1,The Nether Railway,2017,577,387
2113-1,Zane,2011,435,19
21131-1,The Ice Spikes,2017,577,454
21132-1,The Jungle Temple,2017,577,598
21133-1,The Witch Hut,2017,577,502
21134-1,The Waterfall Base,2017,577,729
2114-1,Chopov,2011,435,20
2115-1,Bonezai,2011,435,21
2116-1,Krazi,2011,435,22
21-2,Truck,1971,433,33
21200-1,Life of George,2011,301,144
21201-1,Life of George II,2012,301,144
21204-1,Town Master,2014,590,256
21205-1,Battle Towers,2014,590,212
21206-1,Create and Race,2014,590,222
21208-1,Resort Designer,2014,590,262
212-1,Small House - Left Set,1958,372,21
2121-1,Jack in the Box Promotional Set: Stomper,1997,468,11
212-2,Scooter,1976,364,41
2122-1,Jack in the Box Promotional Set: Bob,1997,468,14
2123-1,Jack in the Box Promotional Set: Spinner,1997,468,12
2125-1,Green Bucket,1997,504,69
2126-1,Train Cars,1997,236,382
2127-1,Jack in the Box Promotional Set: Nanas,1997,468,13
2129-1,Blast-Off Dragster,1997,12,63
2130-1,Danone Promotional Set: Duck,1998,468,7
21301-1,Birds,2015,576,579
21302-1,The Big Bang Theory,2015,576,498
21303-1,WALL•E [Original Version],2015,576,676
21303-2,WALL•E [Fixed Neck Version],2015,576,675
21304-1,Doctor Who,2015,576,623
21305-1,Maze,2016,576,768
21306-1,Yellow Submarine,2016,576,553
21307-1,Caterham Seven 620R,2016,576,770
21308-1,Adventure Time™,2016,576,496
21309-1,LEGO Ideas NASA Apollo Saturn V,2017,576,1969
213-1,Airplane Ride,1977,364,44
2131-1,Danone Promotional Set: Hippo,1998,468,10
213-2,Small House - Right Set,1958,372,21
2132-1,Danone Promotional Set: Cow,1998,468,10
2133-1,Danone Promotional Set: Impala,1998,468,12
2134-1,Danone Promotional Set: Bison,1998,468,10
2135-1,Sabah Promotional Set: Aircraft,1997,468,9
2136-1,Sabah Promotional Set: Airplane,1997,468,12
2137-1,Sabah Promotional Set: Swamp Boat,1997,468,8
2138-1,Sabah Promotional Set: Helicopter,1997,468,8
2139-1,Sabah Promotional Set: Steam Liner,1998,468,12
2140-1,ANWB Roadside Assistance Crew,1996,85,258
214-1,Road Repair,1977,364,64
214.10-1,"1 x 2 x 4 Glass Door in Frame, Left",1961,371,26
214.1-1,1 x 6 x 3 Window with Frame,1961,371,12
2141-1,Surge 2.0,2011,401,30
214-2,"Ten Windows and Doors, Red",1958,371,10
214.2-1,1 x 6 x 2 Triple-Pane Window in Frame,1961,371,16
2142-1,Breez 2.0,2011,401,29
214-3,"Ten Windows and Doors, White",1958,371,10
214.3-1,1 x 6 x 2 Double-Pane Window in Frame w/Shutters,1961,371,16
2143-1,Rocka 3.0,2011,401,30
214.4-1,1 x 4 x 2 Window in Frame,1961,371,18
2144-1,Nex 3.0,2011,401,29
214.5-1,1 x 3 x 2 Window in Frame,1961,371,24
2145-1,Stormer 3.0,2011,401,31
214.6-1,1 x 2 x 2 Window in Frame,1961,371,15
2146-1,Freestyle with Storage Case,1996,399,819
214.7-1,1 x 1 x 2 Window Frame,1961,371,38
2147-1,Dragon Fly,1997,68,182
214.8-1,1 x 2 x 1 Window Frame,1961,371,38
2148-1,LEGO Truck,1997,85,105
2148-2,LEGO Truck [Lego Toy Fair 1998 25th Anniversary Edition],1998,85,106
214.9-1,1 x 1 x 1 Window Frame,1961,371,40
2149-1,Color Line Container Lorry,1997,70,184
2150-1,Train Station,1996,236,609
215-1,Red Indians,1977,364,81
2151-1,Robo Raider,1997,138,137
215-2,2 x 8 Bricks,1958,371,30
2152-1,Robo Raptor,1997,138,222
2153-1,Robo Stalker,1997,138,279
2154-1,Robo Master,1997,138,362
2155-1,Aircraft,2000,467,18
2156-1,Car,2000,467,17
2157-1,Boat,2000,467,16
2158-1,Helicopter,2000,467,10
2159-1,9V Train Track Starter Collection,2006,244,24
2160-1,Crystal Scavenger,1997,309,112
216-1,2 x 10 Bricks,1958,371,25
2161-1,Aqua Dozer,1997,309,135
2162-1,Hydro Reef Wrecker,1997,309,287
2163-1,Sabah Promotional Set: Toucan,1997,468,9
2164-1,Sabah Promotional Set: Whale,1997,468,9
2165-1,Rhinocerous,1998,468,10
2166-1,Animal,1998,468,10
2167-1,Sabah Promotional Set: Penguin,1997,468,8
2170-1,Cole DX,2011,435,21
217-1,Service Station,1977,364,210
2171-1,Zane DX,2011,435,22
217-2,4 x 4 Corner Bricks,1958,371,30
2172-1,Nya,2011,435,21
2173-1,Nuckal,2011,435,26
2174-1,Kruncha,2011,435,24
2175-1,Wyplash,2011,435,23
218-1,Firemen,1977,364,277
2181-1,Infomaniac,1997,84,4
218-2,2 x 4 Bricks,1958,371,78
2182-1,Bulk 3.0,2011,401,30
2183-1,Stringer 3.0,2011,401,29
2186-1,Seaplane,1997,399,77
2187-1,Racer,1997,399,64
2188-1,Speedboat,1997,399,58
219-1,2 x 3 Bricks,1958,371,90
2191-1,Furno 3.0,2011,401,28
2192-1,Drilldozer,2011,403,61
2193-1,Jetbug,2011,403,63
2194-1,Nitroblast,2011,403,57
2199-1,Large Bulk Bucket,1997,469,466
220-1,2 x 2 Bricks,1958,371,120
22-1,Car,1971,433,47
221-1,Idea Book #1,1973,497,0
221-2,1 x 2 Bricks,1958,371,156
222-1,Building Ideas Book,1976,501,0
222-2,1 x 1 Bricks,1958,371,240
2229-1,Bucketful of Fun,1998,470,201
2230-1,Helicopter and Raft,2008,59,106
2231-1,Waspix,2011,403,48
223-2,1 x 1 Round Bricks,1958,371,160
2232-1,Raw-Jaw,2011,403,52
2233-1,Fangz,2011,403,53
2234-1,Police Chase,1998,103,150
2235-1,Fire Lord,2011,403,125
2236-1,Scorpio,2011,403,104
224-1,2 x 2 & 2 x 4 Curved Bricks,1956,371,14
224-3,2 x 2 Curved Bricks,1958,371,120
2250-1,Advent Calendar 2000,2000,207,240
2250-10,Advent Calendar 2000 (Day  9) Duck,2000,217,7
2250-11,Advent Calendar 2000 (Day 10) Plane,2000,217,9
2250-12,Advent Calendar 2000 (Day 11) Elf,2000,217,10
2250-13,Advent Calendar 2000 (Day 12) Duck,2000,217,7
2250-14,Advent Calendar 2000 (Day 13) Boat,2000,217,9
2250-15,Advent Calendar 2000 (Day 14) Rhinocerous,2000,217,10
2250-16,Advent Calendar 2000 (Day 15) Girl,2000,217,10
2250-17,Advent Calendar 2000 (Day 16) Plane,2000,217,10
2250-18,Advent Calendar 2000 (Day 17) Bull,2000,217,11
2250-19,Advent Calendar 2000 (Day 18) Hovercraft,2000,217,10
2250-2,Advent Calendar 2000 (Day  1) Plane,2000,217,12
2250-20,Advent Calendar 2000 (Day 19) Christmas Bunny,2000,217,7
2250-21,Advent Calendar 2000 (Day 20) Jet,2000,217,9
2250-22,Advent Calendar 2000 (Day 21) Parrot,2000,217,9
2250-23,Advent Calendar 2000 (Day 22) Truck,2000,217,10
2250-24,Advent Calendar 2000 (Day 23) Helicopter,2000,217,8
2250-25,Advent Calendar 2000 (Day 24) Santa,2000,217,11
2250-3,Advent Calendar 2000 (Day  2) Snowman,2000,217,11
2250-4,Advent Calendar 2000 (Day  3) Ship,2000,217,12
2250-5,Advent Calendar 2000 (Day  4) Boy,2000,217,10
2250-6,Advent Calendar 2000 (Day  5) Elephant,2000,217,10
2250-7,Advent Calendar 2000 (Day  6) Waterplane,2000,217,10
2250-8,Advent Calendar 2000 (Day  7) Giraffe,2000,217,13
2250-9,Advent Calendar 2000 (Day  8) Boat,2000,217,10
225-1,1 x 6 and 1 x 8 Bricks,1958,371,54
2254-1,Mountain Shrine,2011,435,168
2255-1,Sensei Wu,2011,435,20
2256-1,Lord Garmadon,2011,435,23
2257-1,Spinjitzu Starter Set,2011,435,47
2258-1,Ninja Ambush,2011,435,71
2259-1,Skull Motorbike,2011,435,156
2260-1,Ice Dragon Attack,2011,435,158
226-1,8 Named Beams,1958,371,8
226-2,Idea Book,1981,497,0
2263-1,Turbo Shredder,2011,435,298
227-1,4 x 8 Curved & 2 x 8 Plates,1958,371,5
228-1,4 x 8 & 2 x 8 Plates,1958,371,5
2282-1,Rocka XL,2011,401,174
2283-1,Witch Doctor,2011,403,337
229-1,6 x 8 & 2 x 8 Plates,1958,371,4
229.1-1,2 x 8 Plates,1962,371,8
230-1,Hairdressing Salon,1978,405,227
230-2,Six Trees and Bushes,1958,371,6
2304-1,Large Building Plate,1992,504,1
23-1,Delivery Truck Set,1971,433,64
231-1,Hospital,1978,405,400
231-2,Esso Pumps/Sign,1956,371,2
2312-1,Duplo Supplementary Bricks,1987,505,39
232-1,Bungalow,1978,405,472
232-2,16 Road Signs,1958,371,16
233-1,Light Masts,1958,371,4
234-1,Letter Bricks,1958,371,50
235-1,Garage Plate and Door (White Base and Door Frame),1958,371,3
235-2,Garage Plate and Door (Gray Base and Door Frame),1968,371,5
236-1,Garage with Automatic Door (White base and door frame),1956,372,69
236-2,Garage and Van,1957,372,69
236-3,Garage with Automatic Door (Gray base and door frame),1968,372,59
237-1,Number Bricks,1960,371,50
238-1,Lego System Idea Book no. 1,1960,497,0
238-2,Lego System Idea Book (by Samsonite),1961,497,0
238-3,Lego System Idea Book no. 1,1962,497,0
238-4,Lego System Ideas Book no. 2,1962,497,0
238-5,Lego System Ideas Book no. 2,1963,497,0
238-6,Lego System Idea Book,1963,497,0
238-7,So Bauen Wir Mit LEGO,1963,497,0
238-8,Lego System Ideas Book No. 3,1964,497,0
238-9,Lego System Idea Book (by Samsonite),1964,497,0
239-1,Wir bauen mit Lego Idea Book,1966,497,0
239-2,Das große Lego-Buch Idea Book,1968,497,0
240-1,"Wooden Storage Box Large, Empty",1967,383,-1
240-2,Idea Book,1967,497,0
24-1,Minitalia Train,1971,433,77
241-1,4.5v Idea Book,1969,497,0
241601-1,Miku the dragon,2016,600,12
241602-1,Jynx cat,2016,600,26
242-1,International Flags,1958,371,5
242.1-1,6 International Flags -1-,1963,371,6
242-2,5 Danish Flags,1958,371,5
242.2-1,6 International Flags -2-,1963,371,6
242.3-1,6 International Flags -3-,1963,371,6
242A-1,"International Flags - Italy, Switzerland, Belgium, Germany, Netherlands",1961,371,5
242B-1,"International Flags - Britain, France, Austria, Portugal, LEGO",1961,371,5
242I-1,International Flags,1958,371,5
245-1,Lighting Device Pack,1958,371,3
245-2,Two Santas and Tree,1978,227,39
2453-1,Large Bulk Bucket,1998,470,950
246-2,Santa with Sleigh and Reindeer,1977,227,68
248-2,Factory With Conveyor Belt,1971,416,208
2490-1,Insectoids Combi Set (Woolworth's UK promo),1998,134,3
2494-1,400-Piece Purple Bucket,1998,469,400
250-1,Idea Book 250,1987,497,1
250-3,Aeroplane and Pilot,1974,364,89
2504-1,Spinjitzu Dojo,2011,435,381
2505-1,Garmadon's Dark Fortress,2011,435,516
2506-1,Skull Truck,2011,435,517
2507-1,Fire Temple,2011,435,1174
2508-1,Blacksmith Shop,2011,435,178
2509-1,Earth Dragon Defense,2011,435,226
251-1,Windmill with Miller and his Wife,1974,364,90
2516-1,Ninja Training Outpost,2011,435,46
2518-1,Nuckal's ATV,2011,435,174
2519-1,Skeleton Bowling,2011,435,373
2520-1,Battle Arena,2011,435,462
252-1,Locomotive with Driver & Passenger,1974,364,115
2521-1,Lightning Dragon Battle,2011,435,643
2531-1,Rescue Helicopter and Jeep,1998,83,99
253-2,Helicopter and Pilot,1975,364,49
2532-1,Aircraft and Ground Crew,1998,68,143
2535-1,Formula 1 Racing Car,1998,82,30
2536-1,Divers Jet Ski,1998,86,24
2537-1,Extreme Team Raft,1998,87,20
2538-1,Fright Knights Fire Cart,1998,195,20
2539-1,Fright Knights Flying Machine,1998,195,21
2540-1,Fright Knights Catapult Cart,1998,195,26
254-1,Family,1975,364,94
2541-1,Adventurers Car,1998,297,24
2542-1,Adventurers Aeroplane,1998,297,21
2543-1,Spacecraft,1998,144,18
2544-1,SHELL Promotional Set: TECHNIC Microbike,1998,13,27
255-2,Farming Scene,1975,364,120
2554-1,Formula 1 Pit Stop,1998,82,172
2555-1,Swing Set,1998,323,53
2556-1,Ferrari Formula 1 Racing Car,1997,278,579
256-1,Police Officers and Motorcycle,1976,364,85
258-1,Zoo with Baseboard,1976,364,472
2584-1,Biker Bob,1998,85,15
2585-1,Handcar,1998,236,27
2586-1,Chess King,1998,186,26
260-1,Idea Book,1990,497,0
260-3,Complete Living Room Set,1971,405,177
261-1,Bathroom,1979,405,179
2613-1,Refuse Truck,1990,504,1
261-4,Complete Kitchen Set,1971,405,157
2617-1,Tow Truck,1989,504,4
262-2,Complete Children's Room Set,1972,405,259
263-1,Kitchen Set,1974,405,173
2636-1,Tow Truck,1984,504,2
264-1,Living Room Set,1974,405,241
2649-1,Sea Explorer,1984,504,41
265-1,Bathroom,1974,405,147
266-1,Child's Bedroom,1974,405,147
268-1,Family Room,1979,405,251
269-1,Kitchen,1979,405,210
2-7,Basic Set,1973,469,139
270-2,"Grandfather Clock, Chair and Table",1973,405,46
2707-1,Glider,2000,468,9
2708-1,Aircraft,2000,468,12
2709-1,Snowmobile,1996,468,8
2710-1,Helicopter,2000,468,8
271-1,Baby's Cot and Cabinet,1973,405,48
271-2,Traffic Police Set,1958,372,6
271605-1,Lava fighter,2016,605,12
2718-1,Aircraft and Ground Crew,2001,68,143
2719-1,Heli Monster,1999,470,9
27-2,Train Contact Bricks,1977,456,2
272-1,Dressing Table with Mirror,1973,405,31
2722-1,Ship,2000,468,12
2728-1,The Chopper,1999,470,11
2729-1,Quattro Leg,1999,470,17
273-1,Bureau,1973,405,23
2734-1,Straight Track (Straight Rails),1993,504,6
2735-1,Curved Track (Curved Rails),1993,504,6
274-1,Colour T.V. and Chair,1974,405,45
2742-1,Loudspeaker,1999,470,9
2743-1,Pendulum Nose,1999,470,21
2744-1,Propeller Man,1999,470,10
275-1,Table and Chairs,1974,405,63
2757-1,Bad Monkey,1999,470,9
2759-1,Rotor Head,1999,470,14
276-1,Doctor's Office,1977,405,94
2769-1,Aircraft and Boat,1999,83,100
277-1,Fireplace,1977,405,86
2774-1,Airshow (Red Tiger),1999,68,141
2775-1,Bathroom,1991,504,7
278-1,Television Room,1978,405,107
2-8,Medium House Set,1970,433,109
280-1,"Sloping Roof Bricks, Red",1958,371,14
280-2,"Sloping Roof Bricks, Blue",1958,371,14
28-1,Train Contact Plate with Cables,1977,456,2
281-1,"1 x 2 and 3 x 2 Sloping Bricks, Red",1959,371,21
281-2,"1 x 2 and 3 x 2 Sloping Bricks, Blue",1959,371,21
282-1,"2 x 2 Sloping Roof Bricks, Red",1958,371,22
282-2,"2 x 2 Sloping Roof Bricks, Blue",1958,371,22
2824-1,Advent Calendar 2010 City,2010,208,24
2824-10,Advent Calendar 2010 City (Day 9) Toy Airplane,2010,220,11
2824-11,Advent Calendar 2010 City (Day 10) Man with Suitcase,2010,220,5
2824-12,Advent Calendar 2010 City (Day 11) Fireplace,2010,220,13
2824-13,Advent Calendar 2010 City (Day 12) Sled with Wood and Axe,2010,220,14
2824-14,Advent Calendar 2010 City (Day 13) Toy Fire Truck,2010,220,15
2824-15,Advent Calendar 2010 City (Day 14) Woman with Bread,2010,220,5
2824-16,Advent Calendar 2010 City (Day 15) Table with Chairs and Lamp,2010,220,13
2824-17,Advent Calendar 2010 City (Day 16) Couch / Sofa,2010,220,9
2824-18,Advent Calendar 2010 City (Day 17) Shower Stall,2010,220,9
2824-19,Advent Calendar 2010 City (Day 18) Santa Claus (almost Naked) with Brush,2010,220,6
2824-2,Advent Calendar 2010 City (Day 1) Snowman with Broom,2010,220,11
2824-20,Advent Calendar 2010 City (Day 19) Toy Train Car Red,2010,220,15
2824-21,Advent Calendar 2010 City (Day 20) Toy Bulldozer,2010,220,17
2824-22,Advent Calendar 2010 City (Day 21) Toy Train Car Yellow,2010,220,15
2824-23,Advent Calendar 2010 City (Day 22) Toy Helicopter,2010,220,7
2824-24,Advent Calendar 2010 City (Day 23) Christmas Tree,2010,220,23
2824-25,Advent Calendar 2010 City (Day 24) Santa Claus with Toy Train Engine,2010,220,21
2824-3,Advent Calendar 2010 City (Day 2) Boy with Sword,2010,220,5
2824-4,Advent Calendar 2010 City (Day 3) Skateboard with Ramp and Railing,2010,220,10
2824-5,Advent Calendar 2010 City (Day 4) Toy Crane,2010,220,15
2824-6,Advent Calendar 2010 City (Day 5) Drum Set,2010,220,10
2824-7,Advent Calendar 2010 City (Day 6) Girl with Cat,2010,220,5
2824-8,Advent Calendar 2010 City (Day 7) Piano / Organ,2010,220,10
2824-9,Advent Calendar 2010 City (Day 8) Dog with Bowl and Sausage,2010,220,7
283-1,"Sloping Ridge and Valley Bricks, Red",1957,371,20
283-2,"Sloping Ridge and Valley Bricks, Blue",1957,371,20
2840-1,Danone Promotional Set: Girl,1998,468,10
2841-1,Danone Promotional Set: Boy,1998,468,9
2842-1,{Basic Promotional Set},1997,468,8
2845-1,Indian Chief,1997,477,20
2846-1,Indian Kayak,1997,477,18
2847-1,Flyer,1997,144,15
2848-1,Fright Knights Flying Machine,1997,195,19
2849-1,Helicopter,1997,68,20
2850828-1,LEGO® Star Wars™ Darth Vader™ Watch,2011,501,0
2850829-1,Luke Skywalker Watch,2011,501,0
2851193-1,LEGO® Star Wars™ Darth Maul™ Watch,2009,501,0
2852724-1,Accelerometer Sensor for Mindstorms NXT,2011,259,0
2852725-1,Infrared Seeker for Mindstorms NXT (Version 2),2011,259,1
2852726-1,Gyroscopic Sensor for Mindstorms NXT,2011,259,0
2853216-1,Infrared Link Sensor for Mindstorms NXT,2011,259,1
2853300-1,Space Police Collection,2009,141,5
2853301-1,CITY Transport Collection,2009,63,5
2853302-1,CITY Construction Collection,2009,56,4
2853303-1,Bionicle Glatorian Legends Collection,2009,332,6
2853508-1,LEGO Star Wars: The Visual Dictionary,2009,497,6
2853590-1,Stormtrooper,2009,169,5
2853835-1,White Boba Fett Figure,2010,158,5
2853944-1,Astronaut,2010,598,5
2854-1,Bungee Chopper,1998,3,70
2855028-1,Exclusive Spaceman Magnet,2010,501,8
2855040-1,Infrared Receiver Sensor for Mindstorms NXT,2011,259,0
2855057-1,LEGO® Star Wars™ Stormtrooper™ Kid’s Watch,2011,501,0
2855113-1,Brickmaster Star Wars,2011,501,251
2855127-1,LEGO Harry Potter: Years 1-4 Video Game,2010,501,0
2856079-1,Creationary Booster Pack,2011,502,30
2856080-1,Storm Trooper Minifigure Clock,2010,501,0
2856081-1,LEGO® Star Wars™ Darth Vader Minifigure Clock,2010,501,0
2856089-1,Hero Factory 2.0 Collection,2011,401,6
2856128-1,LEGO® Star Wars™ Anakin Skywalker™ Minifigure Watch,2011,501,0
2856130-1,LEGO® Star Wars™ Yoda™ Minifigure Watch,2011,501,0
2856134-1,Ninjago Card Shrine,2011,435,98
2856195-1,LEGO Minifigure Ultimate Sticker Collection,2011,501,1
2856197-1,Shadow ARF Trooper,2011,178,5
2856203-1,LEGO® Star Wars™ Yoda Minifigure Clock,2011,501,0
2856217-1,LEGO Star Wars III: The Clone Wars,2011,501,0
2856223-1,"Magnet Set, Minifig Retro Ninja Princess - with 2 x 4 Brick Base (Bricktober Week 1)",2011,501,0
2856224-1,"Magnet Set, Minifig Retro Forestman - with 2 x 4 Brick Base (Bricktober Week 2)",2011,501,0
2856225-1,"Magnet Set, Minifig Retro Classic Knight - with 2 x 4 Brick Base (Bricktober Week 3)",2011,501,0
2856226-1,"Magnet Set, Minifig Retro Classic Space Astronaut - with 2 x 4 Brick Base (Bricktober Week 4)",2011,501,3
2856227-1,Hero Factory Fire Villains Collection,2011,403,4
2856236-1,LEGO® Red Brick Clock,2013,501,0
2856238-1,LEGO® Yellow Brick Clock,2015,501,0
2856453-1,LEGO Brand Pirates of the Caribbean Video Game - PS3,2011,501,0
2858-1,Girl with Two Cats,1999,323,5
2866-1,Animal Playground,1998,504,28
2870-1,Paradisa Barbeque,1997,90,21
2871-1,Diver and Shark,1997,86,17
2872-1,Witch and Fireplace,1997,195,19
2873-1,Small Santa Claus,1997,227,9
2876-1,Christmas Set,1997,227,9
2878-1,Santa Claus,1997,227,16
2878-2,Santa Claus Mos Burger Gift Box 1- Hawaiian Shirt Santa,2001,227,1
2878-3,Santa Claus Mos Burger Gift Box 2 - Tuxedo Santa,2001,227,1
2878-4,Santa Claus Mos Burger Gift Box 3 - Soccer Santa,2001,227,1
2879-1,Desert Expedition,1998,297,195
2880-1,Open-Top Jeep,1997,85,29
2881-1,Parking Gate Attendant,1997,85,19
2882-1,Speedboat,1997,77,22
2883-1,Boat,1997,77,28
2884-1,Microlight,1997,68,20
2885-1,Ice Cream Seller,1997,75,27
