set_num,name,year,theme_id,num_parts
6665-1,River Runners,1994,83,77
6666-1,Ambulance,1994,78,78
6667-1,Pothole Patcher,1993,85,97
6668-1,Recycle Truck,1992,85,108
6669-1,Diesel Daredevil,1991,82,90
6670-1,Rescue Rig,1993,85,114
6671-1,Utility Repair Lift,1989,85,107
6672-1,Safari Off-Road Vehicle,1990,79,67
6673-1,Solo Trainer,1990,68,74
6674-1,Crane Truck,1988,85,94
6675-1,Road & Trail 4x4,1988,79,81
6676-1,Mobile Command Unit,1986,80,99
6677-1,Motocross Racing,1986,82,75
6678-1,Pneumatic Crane,1980,72,61
6679-1,Dark Shark,1991,77,82
6679-2,Exxon Tow Truck,1980,85,78
6680-1,Ambulance,1981,78,63
6681-1,Police Van,1981,80,81
6682-1,Cement Mixer,1985,72,90
6683-1,Burger Stand,1983,75,68
6684-1,Police Patrol Squad,1984,80,81
6685-1,Fire Copter 1,1982,74,98
6686-1,Backhoe,1984,72,88
6687-1,Turbo Prop I,1987,68,78
6688-1,Ambulance,1985,78,72
6689-1,Post-Station,1985,81,54
6690-1,Snorkel Pumper,1980,74,103
6691-1,Red Cross Helicopter,1981,78,107
6692-1,Tractor Trailer,1983,70,97
6693-1,Refuse Collection Truck,1987,85,114
6694-1,Car with Camper,1984,85,109
6695-1,Shell Tanker,1984,76,106
6696-1,Exxon Fuel Tanker,1984,76,106
6697-1,Rescue-I Helicopter,1985,71,85
6698-1,RV with Speedboat,1986,77,129
6699-1,Cycle Fix-It Shop,1987,85,81
670-1,Mobile Crane,1978,72,55
6701-1,Minifig Pack,1983,143,36
6702-1,Minifig Pack,1986,143,43
6703-1,Minifig Pack,1988,143,42
6704-1,Minifig Pack,1991,143,44
6705-1,Space Explorers,1994,143,39
6706-1,Frontier Patrol,1997,476,27
6707-1,Green Buggy,2000,91,23
6709-1,Tribal Chief,1997,477,16
670F-1,Wheels Pack,2004,119,10
6710-1,Space Landing Pads,1991,143,2
671-1,Shell Fuel Tanker,1978,76,73
6711-1,Space Mini-Figs,1983,143,24
6712-1,Sheriff's Showdown,1996,476,28
6713-1,Grip 'n' Go Challenge,2000,91,283
6714-1,Speed Dragster,2000,91,80
6716-1,Covered Wagon,1996,476,65
6718-1,Raindance Ridge,1997,477,73
6719-1,Brachiosaurus,2001,386,25
671F-1,Antenna Pack,2004,119,13
6720-1,Tyrannosaurus Rex,2001,386,23
672-1,Fire Emergency Van,1978,74,65
6721-1,Mosasaurus,2001,386,26
6722-1,Styracosaurus,2001,386,19
673-1,Rally Repair Crew,1978,85,60
6731-1,Skateboarding Pepper,2002,407,13
6732-1,Brickster's Trike,2002,407,17
6733-1,Snap's Cruiser,2002,407,19
6734-1,Beach Cruiser,2002,407,54
6735-1,Air Chase,2002,407,85
6736-1,Beach Lookout,2002,407,88
6737-1,Wake Rider (Wave Catcher),2002,407,92
6738-1,Skateboard Challenge,2002,407,116
6739-1,Truck and Stunt Trikes,2002,407,198
673F-1,Gearbox Pack,2004,119,6
6740-1,Tower,2002,407,332
674-1,Forklift & Truck,1978,72,55
6741-1,Mini Jet,2009,24,63
6742-1,Mini Off-Roader,2009,22,64
6743-1,Street Speeder,2009,39,165
6745-1,Propellor Power,2009,42,247
6746-1,Chief's Tepee,1997,477,135
6747-1,Race Rider,2009,41,266
6748-1,Boulder Cliff Canyon,1997,477,256
6750-1,Sonic Robot,1986,130,110
675-1,Snack Bar,1979,75,64
6751-1,Fiery Legend,2009,40,479
6752-1,Fire Truck,2009,47,771
6753-1,Highway Transport,2009,39,1294
6754-1,Family Home,2009,43,978
6755-1,Sheriff's Lock-Up,1996,476,177
6758-1,Read & Build Grow Caterpillar Grow,2012,504,18
6759-1,Read & Build Busy Farm,2012,504,16
6760-1,Read & Build Let's Go Vroom,2012,504,13
6761-1,Bandit's Secret Hide-Out,1996,476,249
6762-1,Fort Legoredo,2002,476,687
6763-1,Rapid River Village,2002,477,354
6764-1,Sheriff's Lock-Up,2002,476,176
6765-1,Gold City Junction,1996,476,351
6766-1,Rapid River Village,1997,477,354
6769-1,Fort Legoredo,1996,476,687
6770-1,Lunar Transporter Patroller,1988,132,117
677-1,Knight's Procession,1979,189,48
6771-1,Ogel Command Striker,2001,304,29
6772-1,Alpha Team Cruiser,2001,304,56
6773-1,Alpha Team Helicopter,2001,304,78
6774-1,Alpha Team ATV,2001,304,134
6775-1,Alpha Team Bomb Squad,2001,304,191
6776-1,Ogel Control Center,2001,304,414
6780-1,XT Starship,1986,130,199
6781-1,SP-Striker,1989,139,230
6783-1,Sonar Transmitting Cruiser,1986,130,348
6784-1,Creative Sorter,2012,504,26
6785-1,Creative Cakes,2012,504,56
6790-1,Bandit's Wheelgun (Boxed),1997,476,20
6791-1,Bandit's Wheelgun,1997,476,20
6799-1,Showdown Canyon,1997,476,74
6800-1,Cyber Blaster,1997,144,20
680-1,Low-Loader and Crane,1971,416,62
6801-1,Moon Buggy,1981,130,22
6802-1,Space Probe,1986,130,26
6803-1,Space Patrol,1983,130,25
6804-1,Surface Rover,1984,130,21
6805-1,Astro Dasher,1985,130,29
6806-1,Surface Hopper,1985,130,23
6807-1,Space Sledge with Astronaut and Robot,1985,130,24
6808-1,Galaxy Trekkor,1987,130,29
6809-1,XT-5 and Droid,1988,130,37
6810-1,Laser Ranger,1989,132,41
681-1,Low-Loader with 4 Wheel Excavator,1971,416,63
6811-1,Pulsar Charger,1990,136,26
6812-1,Grid Trekkor,1991,129,25
6813-1,Galactic Chief,1993,140,24
6814-1,Ice Tunnelator,1993,133,25
6815-1,Hovertron,1996,131,27
6816-1,Cyber Blaster,1997,144,20
6817-1,Beta Buzzer,1998,134,32
6818-1,Cyborg Scout,1997,144,36
6820-1,Starfire I,1986,130,34
682-1,Low-Loader and Tractor,1971,416,57
6821-1,Shovel Buggy,1980,130,28
6822-1,Space Digger,1981,130,33
6823-1,Surface Transport,1983,130,27
6824-1,Space Dart I,1984,130,48
6825-1,Cosmic Comet,1985,130,40
6826-1,Crater Crawler,1985,130,32
6827-1,Strata Scooter,1987,130,35
6828-1,Twin-Winged Spoiler,1988,132,57
6829-1,Radon Rover,1997,144,53
6830-1,Space Patroller,1988,132,51
683-1,Articulated Lorry,1971,397,58
6831-1,Message Decoder,1989,139,34
6832-1,Super Nova II,1991,129,42
6833-1,Beacon Tracer,1990,136,40
6834-1,Celestial Sled,1993,133,55
6835-1,Saucer Scout,1994,142,47
6836-1,V-Wing Fighter,1997,144,40
6837-1,Cosmic Creeper,1998,134,57
684-1,Low-Loader with Fork Lift Truck,1972,416,53
6841-1,Mineral Detector,1980,130,44
6842-1,Shuttle Craft,1981,130,46
6844-1,Seismologic Vehicle (Sismobile),1983,130,46
6845-1,Cosmic Charger,1986,130,51
6846-1,Tri-Star Voyager,1984,130,69
6847-1,Space Dozer,1985,130,49
6848-1,Strategic Pursuer,1988,132,62
6848-2,Interplanetary Shuttle,1985,130,54
6848-3,Strategic Pursuer,1988,126,62
6849-1,Satellite Patroller,1987,130,47
6850-1,Auxiliary Patroller,1989,132,46
685-1,Truck with Trailer,1972,397,50
6851-1,Tri-Wheeled Tyrax,1991,129,38
685-2,Truck with Trailer (without Stickers),1972,397,50
6852-1,Sonar Security,1993,140,61
6854-1,Alien Fossilizer,1996,131,51
6856-1,Planetary Decoder,1996,131,78
6857-1,The Dynamic Duo Funhouse Escape,2012,484,378
6858-1,Catwoman Catcycle City Chase,2012,484,89
6860-1,The Batcave,2012,484,689
686-1,Tipper Trucks and Loader,1973,416,70
6861-1,X1 Patrol Craft,1980,130,55
6861-2,Super Model Building Instruction,1993,129,1
6862-1,Secret Space Voyager,1991,136,254
6862-2,Superman vs Power Armour Lex,2012,489,208
6863-1,Batwing Battle Over Gotham City,2012,484,277
6864-1,Batmobile and the Two-Face Chase,2012,484,541
6865-1,Captain America's Avenging Cycle,2012,487,71
6866-1,Wolverine's Chopper Showdown,2012,491,199
6867-1,Loki's Cosmic Cube Escape,2012,487,180
6868-1,Hulk’s Helicarrier Breakout,2012,487,385
6869-1,Quinjet Aerial Battle,2012,487,748
6870-1,Space Probe Launcher,1981,130,60
687-1,Caravelle Plane,1973,412,48
6871-1,Star Patrol Launcher,1984,130,71
6872-1,Xenon X-Craft,1986,130,76
6873-1,Spider-Man's Doc Ock Ambush,2012,488,295
6874-1,Moon Rover,1986,130,66
6875-1,Hovercraft,1988,132,93
6876-1,Alienator,1988,128,92
6877-1,Vector Detector,1990,136,62
6878-1,Sub Orbital Guardian,1991,129,75
6879-1,Blizzard Baron,1993,133,83
6880-1,Surface Explorer,1982,130,83
688-1,Shell Double Tanker,1973,418,63
6881-1,Lunar Rocket Launcher,1984,130,98
6882-1,Walking Astro Grappler,1985,130,102
6883-1,Terrestrial Rover,1987,130,109
6884-1,Aero Module,1987,132,107
6885-1,Saturn Base Main Team (Crater Crawler),1988,132,101
6886-1,Galactic Peace Keeper,1989,139,121
6887-1,Allied Avenger,1991,129,100
6889-1,Recon Robot,1994,142,136
6890-1,Cosmic Cruiser,1982,130,115
689-1,Mobile Crane,1974,416,46
6891-1,Gamma V Laser Craft,1985,130,135
6892-1,Modular Space Transport,1986,130,150
6893-1,Orion II Hyperspace,1987,132,162
6894-1,Invader,1987,128,159
6895-1,Spy-Trak 1,1989,139,152
6896-1,Celestial Forager,1990,136,92
6897-1,Rebel Hunter,1992,140,146
6898-1,Ice-Sat V,1993,133,136
6899-1,Nebula Outpost,1996,131,156
6900-1,Cyber Saucer,1997,144,112
690-1,Shell Station,1974,418,73
6901-1,Mobile Lab,1980,130,139
6901-2,Space Plane,1998,144,20
6902-1,Space Plane,1998,144,20
6903-1,Bug Blaster,1998,134,24
6905-1,Bi-Wing Blaster,1998,134,112
6907-1,Sonic Stinger,1998,134,95
6909-1,Sonic Stinger with Promotional Mask,1998,134,96
6910-1,Mini Sports Car,2012,22,70
691-1,Rescue Helicopter,1974,417,62
6911-1,Mini Fire Truck,2012,22,69
6912-1,Super Soarer,2012,22,130
6913-1,Blue Roadster,2012,22,152
6914-1,T-Rex,2012,22,191
6915-1,Warp Wing Fighter,1997,144,234
6918-1,Blacksmith Attack,2011,196,110
6919-1,Planetary Prowler,1998,134,248
692-1,Road Repair Crew,1975,416,59
6921-1,Monorail Accessory Track,1988,132,46
6923-1,Particle Ionizer,1990,136,192
6925-1,Interplanetary Rover,1988,132,211
6926-1,Mobile Recovery Vehicle,1986,130,150
6927-1,All-Terrain Vehicle,1981,130,173
6928-1,Uranium Search Vehicle,1984,130,201
6929-1,Star Fleet Voyager,1981,130,246
6930-1,Space Supply Station,1983,130,206
693-1,Fire Engine with Firemen,1975,417,72
6931-1,FX Star Patroller,1985,130,227
6932-1,Stardefender 200,1987,132,251
6933-1,Spectral Starguider,1991,129,212
6934-1,BIONICLE Good Guy Polybag (Disney Promotional Sweden),2006,324,16
6935-1,BIONICLE Bad Guy (Disney Promotional Sweden),2006,324,16
6936-1,Piraka & Catapult,2007,324,20
6937-1,Give Away,2006,324,2
6938-1,Scorpion Detector,1996,131,196
6939-1,Saucer Centurion,1994,142,222
6940-1,Alien Moon Stalker,1986,130,268
694-1,Transport Truck,1975,397,64
6941-1,Battrax,1987,128,284
6942-1,Zo Weevil,1999,134,20
6943-1,Zo Weevil,1999,134,20
6944-1,Good Guy 07,2007,324,20
6945-1,Bad Guy,2007,324,25
6946-1,Squid Launcher Function,2007,324,23
6949-1,Robo-Guardian,1994,142,366
6950-1,Mobile Rocket Transport,1982,130,210
695-1,Racing Car,1976,397,67
6951-1,Robot Command Center,1984,130,295
6952-1,Solar Power Transporter,1985,130,305
6953-1,Cosmic Laser Launcher,1987,132,211
6954-1,Renegade,1987,128,315
6955-1,Space Lock-Up Isolation Base,1989,139,253
6956-1,Stellar Recon Voyager,1990,136,233
6957-1,Solar Snooper,1992,140,253
6958-1,Android Base,1996,131,268
6959-1,Lunar Launch Site,1994,142,287
696-1,Bus Stop,1976,397,80
6963-1,X-wing Fighter - Mini (Kabaya Box),2004,159,41
6963-2,X-wing Fighter - Mini (Polybag),2004,159,41
6964-1,Boba Fett's Slave I - Mini (Kabaya Box),2004,159,25
6964-2,Boba Fett's Slave I - Mini (Polybag),2004,159,25
6965-1,TIE Interceptor - Mini (Kabaya Box),2004,159,32
6965-2,TIE Interceptor - Mini (Polybag),2005,163,32
6966-1,Jedi Starfighter - Mini,2005,159,38
6966-2,Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,159,38
6967-1,ARC-170 Starfighter - Mini,2005,159,42
6967-2,ARC-170 Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,159,42
6968-1,Mini Wookiee Attack,2005,159,48
6969-1,Celestial Stinger,1998,134,253
6970-1,Beta I Command Base,1980,130,270
697-1,Stagecoach,1976,397,96
6971-1,Inter-Galactic Command Base,1984,130,329
697-2,Idea Book 697,1997,497,2
6972-1,Polaris I Space Lab,1987,130,390
6973-1,Deep Freeze Defender,1993,133,417
6975-1,Alien Avenger,1997,144,370
6977-1,Arachnoid Star Base,1998,134,434
6979-1,Interstellar Starfighter,1997,144,291
6980-1,Galaxy Commander,1983,130,443
698-1,JAL Boeing 727,1977,412,45
6981-1,Aerial Intruder,1991,129,267
6982-1,Explorien Starship,1996,131,658
6983-1,Ice Station Odyssey,1993,133,345
6984-1,Galactic Mediator,1992,140,406
6985-1,Cosmic Fleet Voyager,1986,130,413
6986-1,Mission Commander,1989,139,478
6987-1,Message Intercept Base,1988,128,577
6987-2,Message Intercept Base,1988,128,575
6988-1,Alpha Centauri Outpost,1991,129,406
6989-1,Mega Core Magnetizer,1990,136,509
6990-1,Monorail Transport System,1988,132,731
699-1,Photo Safari,1977,397,129
6991-1,Monorail Transport Base,1994,145,571
6999-1,Cyber Saucer,1997,144,113
70000-1,Razcal's Glider,2013,571,108
7000-1,Baby Ankylosaurus,2001,386,37
70001-1,Crawley’s Claw Ripper,2013,571,138
70002-1,Lennox' Lion Attack,2013,571,229
70003-1,Eris' Eagle Interceptor,2013,571,345
70004-1,Wakz' Pack Tracker,2013,571,295
70005-1,Laval's Royal Fighter,2013,571,416
70006-1,Cragger’s Command Ship,2013,571,607
70007-1,Eglor's Twin Bike,2013,571,224
70008-1,Gorzan’s Gorilla Striker,2013,571,503
70009-1,Worriz’s Combat Lair,2013,571,657
700-1,10 x 20 Brickplate,1966,371,6
70010-1,The Lion CHI Temple,2013,571,1257
7001-1,Baby Iguanodon,2001,386,23
700.1.1-1,Individual 2 x 4 Bricks,1950,371,10
70011-1,Eagles’ Castle,2013,572,372
700.1-2,Gift Package,1957,366,0
700.1.2-1,Individual 2 x 2 Bricks,1950,371,9
70012-1,Rubber Bands,1985,453,20
70012-2,Razar’s CHI Raider,2013,571,412
70013-1,Equila's Ultra Striker,2013,571,340
700.1.4-1,Individual 1 x 2 Bricks,1953,371,1
70014-1,The Croc Swamp Hideout,2013,571,645
700.16-1,Individual 2 x 8 Bricks,1954,371,5
700.20-1,Individual 2 x 10 Bricks,1954,371,5
7002-1,Baby Brachiosaurus,2001,386,31
700.2-2,Gift Package,1957,366,0
700.24-1,Individual 2 x 12 Bricks,1954,371,5
700.28-1,Individual 2 x 14 Bricks,1954,371,5
7003-1,Baby Dimetrodon,2001,386,20
700.3.4-1,Individual 2 x 3 Bricks,1953,371,5
700.3A-2,Gift Package,1957,372,0
7009-1,The Final Joust,2007,193,62
700.A-1,Automatic Binding Bricks Small Brick Set (Lego Mursten),1950,366,24
700.B-1,Early LEGO Windows/Doors (without Glass),1953,371,12
700.B.1-1,Individual 1 x 4 x 2 Window (without glass),1950,371,7
700.B.2-1,Individual 1 x 2 x 3 Window (without glass),1950,371,7
700.B.3-1,Individual 1 x 2 x 2 Window (without glass),1950,371,7
700.B.4-1,Individual 1 x 2 x 4 Door (without glass),1950,371,7
700.C-1,Tall Classic Windows/Door (with Glass),1954,371,24
700.C.1-1,Individual 1 x 6 x 4 Panorama Window (with glass),1954,371,4
700.C.2-1,Individual 1 x 6 x 3 3-Pane Window (with glass),1954,371,4
700.C.3-1,Individual 1 x 6 x 3 Shutter Window (with glass),1954,371,4
700.C.4-1,Individual 1 x 4 x 3 Window (with glass),1954,371,4
700.C.5-1,Individual 1 x 3 x 3 Window (with glass),1954,371,4
700.C.6-1,Individual 1 x 2 x 4 Door (with glass),1954,371,4
700.F-1,Automatic Binding Bricks - Small Brick Set (Lego Mursten),1953,371,48
700GP0-1,Gift Package,1957,372,244
700GP5-1,Gift Package (Lego Mursten),1954,372,54
700GP6-1,Gift Package (Lego Mursten),1954,372,46
700GP6-2,Gift Package,1957,372,46
700.H-1,Individual 4 x 4 Corner Bricks,1954,371,5
700K-1,Kindergarten LEGO Set,1960,513,476
700L-1,Empty Kindergarten LEGO Box,1961,513,1
70100-1,Ring of Fire,2013,572,78
70101-1,Target Practice,2013,572,101
70102-1,CHI Waterfall,2013,572,106
70103-1,Boulder Bowling,2013,572,93
70104-1,Jungle Gates,2013,572,81
70105-1,Nest Dive,2013,572,97
70106-1,Ice Tower,2013,572,101
70107-1,Skunk Attack,2013,572,97
70108-1,Royal Roost,2013,572,100
70109-1,Whirling Vines,2013,572,77
701-1,Hinges,1984,443,3
70110-1,Tower Target,2013,572,86
70111-1,Swamp Jump,2013,572,86
70112-1,Croc Chomp,2013,572,100
70113-1,CHI Battles,2013,572,92
70114-1,Sky Joust,2013,572,117
70115-1,Ultimate Speedor Tournament,2013,572,236
70123-1,Lion Legend Beast,2014,574,119
70124-1,Eagle Legend Beast,2014,574,103
70125-1,Gorilla Legend Beast,2014,574,107
70126-1,Crocodile Legend Beast,2014,574,120
70127-1,Wolf Legend Beast,2014,574,109
70128-1,Braptor's Wing Striker,2014,571,145
70129-1,Lavertus' Twin Blade,2014,571,181
701-3,Hinges,1986,443,6
70130-1,Sparratus' Spider Stalker,2014,571,291
70131-1,Rogon's Rock Flinger,2014,571,256
70132-1,Scorm's Scorpion Stinger,2014,571,433
70133-1,Spinlyn's Cavern,2014,571,406
70134-1,Lavertus’ Outland Base,2014,571,681
70135-1,Cragger's Fire Striker,2014,571,379
70136-1,Banana Bash,2014,572,115
70137-1,Bat Strike,2014,572,91
70138-1,Web Dash,2014,571,69
70139-1,Sky Launch,2014,572,106
70140-1,Stinger Duel,2014,572,75
70141-1,Vardy's Ice Vulture Glider,2014,571,216
70142-1,Eris' Fire Eagle Flyer,2014,571,329
70143-1,Sir Fangar's Sabre-Tooth Walker,2014,571,414
70144-1,Laval's Fire Lion,2014,571,448
70145-1,Maula’s Ice Mammoth Stomper,2014,571,598
70146-1,Flying Phoenix Fire Temple,2014,571,1299
70147-1,Sir Fangar’s Ice Fortress,2014,571,670
70149-1,Scorching Blades,2014,572,72
70150-1,Flaming Claws,2014,572,69
7015-1,Viking Warrior challenges the Fenris Wolf,2005,474,76
70151-1,Frozen Spikes,2014,572,72
70155-1,Inferno Pit,2014,572,69
70156-1,Fire vs. Ice,2014,572,92
70160-1,Riverside Raid,2014,303,88
7016-1,Viking Boat against the Wyvern Dragon,2005,474,111
70161-1,Tremor Track Infiltration,2014,303,240
70162-1,Infearno Interception,2014,303,311
70163-1,Toxikita's Toxic Meltdown,2014,303,428
70164-1,Hurricane Heist,2014,303,586
70165-1,Ultra Agents Mission HQ,2014,303,1056
70166-1,Spyclops Infiltration,2015,303,108
70167-1,Invizable Gold Getaway,2015,303,236
70168-1,Drillex Diamond Job,2015,303,311
70169-1,4x4 Agent Patrol,2015,303,473
70170-1,UltraCopter vs. AntiMatter,2015,303,611
7017-1,Viking Catapult versus the Nidhogg Dragon,2005,474,224
70171-1,Ultrasonic Showdown,2015,303,184
70172-1,AntiMatter’s Portal Hideout,2015,303,472
70173-1,Ultra Agents Ocean HQ,2015,303,1201
7018-1,Viking Ship challenges the Midgard Serpent,2005,474,581
7019-1,Viking Fortress against the Fafnir Dragon,2005,474,1040
70200-1,CHI Laval,2013,573,55
7020-1,Army of Vikings with Heavy Artillery Wagon,2006,474,270
70201-1,CHI Eris,2013,573,67
70202-1,CHI Gorzan,2013,573,58
70203-1,CHI Cragger,2013,573,65
70204-1,CHI Worriz,2013,573,55
70205-1,CHI Razar,2013,573,68
70206-1,CHI Laval,2014,573,49
70207-1,CHI Cragger,2014,573,58
70208-1,CHI Panthar,2014,573,59
70209-1,CHI Mungus,2014,573,64
702-1,12V Motor with Accessories Pack,1969,242,25
70210-1,CHI Vardy,2014,573,68
7021-1,Viking Double Catapult versus the Armored Ofnir Dragon,2006,474,486
70211-1,CHI Fluminox,2014,573,91
70212-1,CHI Sir Fangar,2014,573,97
70220-1,Strainor's Saber Cycle,2015,571,160
70221-1,Flinx's Ultimate Phoenix,2015,571,172
70222-1,Tormak's Shadow Blazer,2015,571,310
70223-1,Icebite's Claw Driller,2015,571,628
70224-1,Tiger’s Mobile Command,2015,571,710
70225-1,Bladvic's Rumble Bear,2015,571,414
70226-1,Mammoth’s Frozen Stronghold,2015,571,619
70227-1,King Crominus’ Rescue,2015,571,861
70228-1,Vultrix's Sky Scavenger,2015,571,479
70229-1,Lion Tribe Pack,2015,571,78
702-3,Motor Wires,1984,443,2
70230-1,Ice Bear Tribe Pack,2015,571,75
70231-1,Crocodile Tribe Pack,2015,571,72
70232-1,Sabre Tooth Tiger Pack,2015,571,74
7029-1,Skeleton Ship Attack,2007,193,629
7030-1,Squad Car,2003,111,51
703-1,12V Replacement Electric Motor,1969,242,1
70310-1,Knighton Battle Blaster,2016,605,76
7031-1,Helicopter,2003,111,87
70311-1,Chaos Catapult,2016,605,93
70312-1,Lance's Mecha Horse,2016,605,237
70313-1,Moltor's Lava Smasher,2016,605,187
70314-1,Beast Master's Chaos Chariot,2016,605,311
70315-1,Clay's Rumble Blade,2016,605,366
70316-1,Jestro’s Evil Mobile,2016,605,658
70317-1,The Fortrex,2016,605,1134
70318-1,The Glob Lobber,2016,605,95
70319-1,Macy's Thunder Mace,2016,605,201
70320-1,Aaron Fox's Aero-Striker V2,2016,605,301
7032-1,Highway Patrol & Undercover Van,2003,111,153
70321-1,General Magmar's Siege Machine of Doom,2016,605,514
70322-1,Axl’s Tower Carrier,2016,605,668
70323-1,Jestro’s Volcano Lair,2016,605,1184
70324-1,Merlok's Library 2.0,2016,605,257
70325-1,Infernox captures the Queen,2016,605,251
70326-1,The Black Knight Mech,2016,605,529
70327-1,The King's Mech,2016,605,354
703-3,Battery Box,1984,443,1
70330-1,ULTIMATE Clay,2016,605,72
7033-1,Armored Car Action,2003,111,179
70331-1,Ultimate Macy,2016,605,101
70332-1,Ultimate Aaron,2016,605,82
70333-1,Ultimate Robin,2016,605,75
70334-1,Ultimate Beast Master,2016,605,64
70335-1,Ultimate Lavaria,2016,605,69
70336-1,Ultimate Axl,2016,605,69
70337-1,Ultimate Lance,2016,605,75
70338-1,Ultimate General Magmar,2016,605,64
70339-1,Ultimate Flama,2016,605,68
7034-1,Surveillance Truck,2003,111,260
70347-1,King's Guard Artillery,2017,605,98
70348-1,Lance's Twin Jouster,2017,605,215
70349-1,Ruina's Lock & Roller,2017,605,200
70350-1,The Three Brothers,2017,605,266
7035-1,Police HQ,2003,111,422
70351-1,Clay's Falcon Fighter Blaster,2017,605,520
70352-1,Jestro's Headquarters,2017,605,816
70358-1,Aaron's Stone Destroyer,2017,605,245
70359-1,Lance vs. lightning,2017,605,252
7036-1,Dwarves' Mine,2008,193,569
70362-1,Battle Suit Clay,2017,605,79
70363-1,Battle Suit Macy,2017,605,66
70364-1,Battle Suit Aaron,2017,605,80
70365-1,Battle Suit Axl,2017,605,87
70366-1,Battle Suit Lance,2017,605,83
7037-1,Tower Raid,2008,193,364
70372-1,Combo NEXO Powers Wave 1,2017,605,5
7038-1,Troll Assault Wagon,2008,193,161
70400-1,Forest Ambush,2013,186,90
7040-1,Dwarves' Mine Defender,2008,193,86
70401-1,Gold Getaway,2013,186,200
70402-1,The Gatehouse Raid,2013,186,247
70403-1,Dragon Mountain,2013,186,380
70404-1,King’s Castle,2013,186,999
70409-1,Shipwreck Defense,2015,154,84
704-1,12V Sleeper (Track) Contacts for Old Motor Type I and II,1969,242,2
70410-1,Soldiers Outpost,2015,154,164
7041-1,Troll Battle Wheel,2008,193,505
70411-1,Treasure Island,2015,154,181
70412-1,Soldiers Fort,2015,154,234
70413-1,The Brick Bounty,2015,154,743
7042-1,Dune Patrol,2004,107,37
7043-1,Firefighter,2004,108,68
704-4,Replacement Motor,1984,443,1
7044-1,Rescue Chopper,2004,107,205
7045-1,Hovercraft Hideout,2003,110,273
7046-1,Fire Command Craft,2004,108,271
7047-1,Coast Watch HQ,2003,107,366
7048-1,Troll Warship,2008,193,490
7049-1,Alien Striker,2011,127,42
70500-1,Kai's Fire Mech,2013,435,101
7050-1,Alien Defender,2011,127,104
70501-1,Samurai Bike,2013,435,210
70502-1,Cole's Power Drill,2013,435,170
70503-1,Golden Dragon,2013,435,253
70504-1,Garmatron,2013,435,327
70505-1,Temple of Light,2013,435,563
705-1,Motor Bushings,1969,242,4
7051-1,Tripod Invader,2011,127,165
7052-1,UFO Abduction,2011,127,210
705-4,Digger Bucket,1984,443,3
70588-1,Titanium Ninja Tumbler,2016,435,336
70589-1,Rock Roader,2016,435,406
70590-1,Airjitzu Battle Grounds,2016,436,652
70591-1,Kryptarium Prison Breakout,2016,435,202
70592-1,Salvage M.E.C.,2016,435,430
70593-1,The Green NRG Dragon,2016,435,560
70594-1,The Lighthouse Siege,2016,435,761
70595-1,Ultra Stealth Raider,2016,435,1076
70596-1,Samurai X Cave Chaos,2016,435,1233
70599-1,Cole's Dragon,2016,435,94
70600-1,Ninja Bike Chase,2016,435,231
70601-1,Sky Shark,2016,435,221
70602-1,Jay’s Elemental Dragon,2016,435,350
70603-1,Raid Zeppelin,2016,435,293
70604-1,Tiger Widow Island,2016,435,408
70605-1,Misfortune’s Keep,2016,435,753
706-1,12V Rail Contact Wire with Transformer Connector,1969,242,1
70621-1,The Vermillion Attack,2017,435,75
70622-1,Desert Lightning,2017,435,192
70623-1,Destiny's Shadow,2017,435,344
70624-1,Vermillion Invader,2017,435,304
70625-1,Samurai VXL,2017,435,414
70626-1,Dawn of Iron Doom,2017,435,680
70627-1,Dragon's Forge,2017,435,1118
706-3,12V Rail Contact Wire with Transformer Connector with Cap,1974,242,1
706-4,Crane Grab Assembly,1984,443,3
7065-1,Alien Mothership,2011,127,415
7066-1,Earth Defense HQ,2011,127,877
7067-1,Jet-Copter Encounter,2011,127,373
70700-1,Space Swarmer,2013,146,86
7070-1,Catapult Raft,2004,286,23
70701-1,Swarm Interceptor,2013,146,217
70702-1,Warp Stinger,2013,146,307
70703-1,Star Slicer,2013,146,311
70704-1,Vermin Vaporizer,2013,146,504
70705-1,Bug Obliterator,2013,146,709
70706-1,Crater Creeper,2013,146,172
70707-1,CLS-89 Eradicator Mech,2013,146,439
70708-1,Hive Crawler,2013,146,558
70709-1,Galactic Titan,2013,146,1010
707-1,Tile Brick Assortment,1984,443,50
7071-1,Treasure Island,2004,286,30
70720-1,Hover Hunter,2014,435,79
7072-1,Captain Kragg's Pirate Boat,2004,286,41
70721-1,Kai Fighter,2014,435,195
70722-1,OverBorg Attack,2013,435,208
70723-1,Thunder Raider,2014,435,333
70724-1,NinjaCopter,2014,435,514
70725-1,Nindroid MechDragon,2014,435,689
70726-1,Destructoid,2014,435,252
70727-1,X-1 Ninja Charger,2014,435,425
70728-1,Battle for Ninjago City,2014,435,1216
70730-1,Chain Cycle Ambush,2015,435,298
7073-1,Pirate Dock,2004,286,63
70731-1,Jay Walker One,2015,435,385
70732-1,City of Stiix,2015,435,1067
70733-1,Blaster Bike,2015,435,211
70734-1,Master Wu Dragon,2015,435,575
70735-1,Ronin R.E.X.,2015,435,545
70736-1,Attack of the Morro Dragon,2015,435,655
