set_num,name,year,theme_id,matte,transparent
1646-1,"Lego Motion 3A, Land Laser",1989,468,16.0,1.0
1646-2,"Lego Motion 3A, Land Laser - International version",1994,468,16.0,1.0
1647-1,"Lego Motion 1B, Turbo Force",1989,468,13.0,1.0
1648-1,"Lego Motion 2A, Swamp Stinger",1989,468,15.0,1.0
1649-1,"Lego Motion 4B, Sea Skimmer",1989,468,14.0,3.0
1649-2,"Lego Motion 4B, Sea Skimmer - International version",1994,468,14.0,3.0
1650-1,Maersk Line [Promotional Container Ship],1974,363,207.0,13.0
165-1,Cargo Station,1978,235,267.0,0.0
1651-1,Basic Building Set Trial Size,1993,467,30.0,0.0
1651-2,Maersk Line Container Truck,1980,70,296.0,9.0
1652-1,Basic Set,1994,467,40.0,4.0
1655-1,Viking Line Ferry,1985,471,172.0,3.0
1656-1,Evacuation Team,1991,74,211.0,33.0
1656-2,Viking Line Ferry,1982,471,169.0,2.0
1658-1,Viking Line Ferry,1982,471,199.0,2.0
1660-1,Kronprins Frederik Ferry,1996,471,160.0,4.0
166-1,Flat Wagon,1978,235,51.0,0.0
1661-2,Basic Building Set in Bucket,1989,467,415.0,5.0
1662-1,Basic Building Set in Bucket,1989,467,617.0,16.0
1663-1,Basic Building Set in Bucket,1989,467,449.0,2.0
1665-1,Dual FX Racers,1990,82,106.0,2.0
1666-1,Brick Vac,1991,467,140.0,0.0
1668-1,Basic Building Set Trial Size,1992,469,30.0,0.0
1670-1,Basic Building Set Trial Size,1992,469,28.0,0.0
167-1,Loading Ramp and Car Transport Wagon,1978,235,99.0,1.0
1675-1,LEGOLAND Triple Pack,1990,559,0.0,0.0
1676-1,Basic Building Set,1990,467,22.0,0.0
1677-1,Rabbit,1990,229,25.0,0.0
1678-1,Basic Building Set Trial Size,1991,469,43.0,6.0
1679-1,Basic Building Set,1990,467,37.0,6.0
1680-1,Hay Cart with Smugglers,1990,194,67.0,0.0
1682-1,Space Shuttle,1990,68,399.0,24.0
1687-1,Midnight Transport,1993,68,252.0,19.0
1688-1,Large Bucket for Her,1993,467,216.0,0.0
1690-1,Helicopter,1990,68,26.0,1.0
1693-1,Turbo Force,1992,82,26.0,0.0
1694-1,Galactic Scout,1992,129,22.0,1.0
1695-1,Treasure Chest,1992,190,20.0,4.0
1696-1,Pirate Lookout,1992,148,17.0,0.0
1698-1,Basic Building Set Trial Size,1991,469,26.0,0.0
1699-1,Small Bucket,1993,467,183.0,0.0
1-7,Basic Set,1973,469,107.0,0.0
170-1,Push Along Play Train,1972,235,87.0,0.0
1701-1,Basic Building Set Trial Size,1994,467,26.0,0.0
1702-1,Fire Fighter 4 x 4,1994,74,50.0,11.0
1703-1,Dalmatian Station Building Set,1994,467,181.0,0.0
1704-1,Ice Planet Satellite Plough,1994,133,42.0,5.0
1705-1,Large Dinosaur Bucket,1994,467,327.0,0.0
1708-1,Large Bucket,1994,469,656.0,13.0
1710-1,Snowmobile,1994,79,21.0,3.0
171-1,Complete Train Set Without Motor,1972,235,146.0,0.0
1711-1,Ice Planet Scooter,1994,133,17.0,2.0
1712-1,Crossbow Cart,1994,186,24.0,0.0
1713-1,Shipwrecked Pirate,1994,148,23.0,0.0
1714-1,Surveillance Scooter,1995,142,19.0,6.0
1715-1,Special Value,1995,473,400.0,0.0
1715-2,Basic Bricks,1995,254,400.0,0.0
1716-1,Starter Set with Building Plates,1994,467,201.0,0.0
1719-1,Freestyle Bricks and Plates,1995,399,199.0,0.0
1720-1,Cactus Canyon Value Pack,1994,83,0.0,0.0
1721-1,Sandypoint Marina Value Pack,1994,83,0.0,0.0
1722-1,Rescue / Ice Planet Combi Pack,1994,559,0.0,0.0
1723-1,Castle / Pirates Combi Pack,1994,559,0.0,0.0
1724-1,Bird,1994,468,9.0,0.0
1725-1,Dinosaur,1994,468,11.0,0.0
1726-1,Girl,1994,468,7.0,0.0
1727-1,Horse,1994,468,10.0,0.0
1728-1,Crystal Crawler,1996,308,88.0,9.0
1729-1,Barnacle Bay Value Pack,1994,148,0.0,0.0
1730-1,Snow Scooter,1994,79,21.0,3.0
1731-1,Ice Planet Scooter,1994,133,17.0,2.0
1732-1,Crossbow Cart,1994,186,23.0,0.0
1733-1,Shipwrecked Pirate,1994,148,24.0,0.0
1736-1,Wizard's Cart,1995,186,16.0,2.0
1737-1,Scorpion Detector,1996,131,165.0,30.0
1740-1,Kayak,1994,83,15.0,1.0
1741-1,Car,1994,83,34.0,2.0
1742-1,Van,1994,83,69.0,12.0
1743-1,"Box of Standard Bricks, 5+",1995,473,400.0,0.0
1745-1,"Box of Standard Bricks, 3+",1995,473,404.0,0.0
1746-1,Wiz the Wizard,1995,186,16.0,2.0
1747-1,Treasure Surprise,1996,148,26.0,0.0
1749-1,Paravane,1996,308,16.0,0.0
1750-1,Renault Formula 1 Racer,1992,82,32.0,0.0
1752-1,Boat with Armour,1996,201,21.0,0.0
1756-1,{Basic Promotional Set},1995,468,8.0,0.0
1758-1,{Basic Promotional Set},1995,468,7.0,0.0
1760-1,Go-Cart,1995,82,21.0,0.0
1761-1,Paradisa Speedboat,1995,90,23.0,0.0
1762-1,Go-Cart,1995,82,21.0,0.0
1766-1,Small Freestyle Bucket,1995,399,109.0,0.0
1767-1,{Basic Promotional Set},1995,468,6.0,0.0
1768-1,{Basic Promotional Set},1995,468,9.0,0.0
1769-1,Aircraft,1992,466,22.0,1.0
1772-1,Airport Container Truck,1991,68,72.0,8.0
1773-1,Airline Maintenance Vehicle with Trailer,1996,68,96.0,13.0
1774-1,Aircraft,1991,68,122.0,17.0
1775-1,Jet,1994,68,141.0,21.0
1776-1,Large Bulk Bucket,1996,469,950.0,0.0
1777-1,Sabah Promotional Set: Plane,1997,468,9.0,1.0
1778-1,Sabah Promotional Set: Boat,1997,468,6.0,5.0
1779-1,Sabah Promotional Set: Helicopter,1997,468,9.0,1.0
1782-1,Discovery Station,1997,86,313.0,21.0
1785-1,Introducing Crater Critters,1995,126,140.0,6.0
1786-1,Jailbreak Joe,1995,80,162.0,29.0
1787-1,Crater Cruiser,1995,145,149.0,34.0
1788-1,Treasure Chest,1995,148,163.0,5.0
1789-1,Star Hawk II,1995,145,230.0,62.0
1790-1,Shark Fisherman,1994,83,20.0,0.0
1791-1,Windsurfer & Van,1994,83,65.0,6.0
1792-1,Pleasure Cruiser,1994,83,54.0,11.0
1793-1,Space Station Zenon,1995,145,308.0,43.0
1794-1,Dragon Master Chariot,1994,186,36.0,0.0
1795-1,Imperial Cannon,1994,147,38.0,0.0
1796-1,Freestyle Large Monster Bucket,1996,399,652.0,5.0
1798-1,Building Table,1995,473,3.0,0.0
1-8,Little House Set,1970,433,67.0,0.0
180-1,Train with 5 Wagons and Circle of Track,1972,235,220.0,0.0
1802-1,Tidy Treasure,1996,148,26.0,0.0
1804-1,Crossbow Boat,1996,201,21.0,0.0
1806-1,Underwater Scooter,1996,308,16.0,0.0
1807-1,Santa Claus and Sleigh,1995,227,17.0,0.0
1808-1,Light Aircraft and Ground Support,1996,68,116.0,5.0
1809-1,Condor Promotional Airplane,1996,466,26.0,3.0
181-1,"Complete Train Set with Motor, Signals and Switch",1972,235,143.0,0.0
1815-1,Paradisa Lifeguard,1996,90,41.0,0.0
1817-1,Sea Plane with Hut and Boat,1996,83,129.0,10.0
1818-1,Aircraft and Ground Support Equipment and Vehicle,1996,68,181.0,23.0
1819-1,Large Bucket,1995,469,950.0,0.0
182-1,Train Set with Signal,1975,235,349.0,19.0
1821-1,Rally Racers,1996,82,171.0,24.0
1822-1,Sea Claw 7 / Neptune III,1995,308,178.0,16.0
1823-1,Sabah Promotional Set: Yacht,1997,468,9.0,2.0
1824-1,Flying Duck,1997,468,17.0,0.0
1825-1,Racing Car,1997,468,18.0,1.0
1826-1,Bird? Boat? Plane?,1997,468,22.0,0.0
1827-1,Helicopter,1997,468,19.0,1.0
1828-1,{Basic Promotional Set},1995,468,7.0,0.0
183-1,Complete Train Set with Motor and Signal,1976,235,186.0,0.0
1831-1,Maersk Line Container Lorry,1995,70,190.0,17.0
1831-2,Maersk Sealand Container Lorry,1995,70,190.0,17.0
1836-1,Freestyle Cat,1995,399,9.0,0.0
1837-1,Freestyle Duck,1995,399,11.0,0.0
1838-1,Freestyle Bird,1995,399,20.0,0.0
1839-1,Freestyle Fish,1995,399,22.0,0.0
1840-1,Freestyle Set,1995,399,24.0,0.0
1841-1,Plane,1999,470,15.0,0.0
1843-1,Space/Castle Value Pack,1996,1,0.0,0.0
1843-2,Spyrius Fold-Wing Spacecraft,1996,142,47.0,13.0
1843-3,Royal Knight's Catapult,1996,201,46.0,0.0
1845-1,20th Anniversary Jackpot Bucket,1993,469,701.0,20.0
1846-1,Freestyle Set,1996,399,25.0,0.0
1847-1,Freestyle Set,1996,399,33.0,0.0
1850-1,Freestyle Set,1995,399,27.0,0.0
1853-1,Navigator,1996,464,146.0,16.0
1854-1,House with Roof-Windows ( Velux ),1996,69,147.0,11.0
1857-1,Basic Bricks,1996,473,950.0,0.0
1858-1,Droid Scout,1996,131,17.0,10.0
1859-1,Sabah Promotional Set: Aeroplane,1997,468,8.0,1.0
1860-1,Freestyle Set,1995,399,32.0,0.0
1863-1,Freestyle Trial Set,1995,399,11.0,0.0
1865-1,Airliner,1994,466,25.0,3.0
1867-1,Medium Bulk Bucket,1997,469,400.0,0.0
1868-1,Freestyle Box,1996,399,220.0,0.0
1869-1,South African Flag,1996,468,80.0,0.0
1870-1,Freestyle Set,1995,399,44.0,0.0
18703535-1,Hamster Play Time - Friends Magazine - Polish Edition,2016,497,23.0,2.0
1871-1,Pirates Cannon,1994,148,17.0,0.0
1872-1,Imperial Guard Camp,1994,147,27.0,1.0
1873-1,Pirate Treasure,1994,148,49.0,0.0
1874-1,Polly Pick-Up,1993,469,141.0,0.0
1875-1,Meteor Monitor,1990,128,28.0,4.0
1876-1,Soil Scooper,1990,85,61.0,12.0
1877-1,Crusader's Cart,1990,194,62.0,0.0
1878-1,Small Bucket,1991,467,399.0,9.0
1879-1,Large Bucket,1992,467,433.0,10.0
1880-1,XL Bucket,1992,467,557.0,22.0
1881-1,Small Bucket,1991,467,288.0,0.0
1882-1,Large Bucket,1991,467,451.0,0.0
1884-1,Small Bucket,1992,467,193.0,0.0
1885-1,XL Bucket,1992,467,465.0,0.0
1887-1,Scout Patrol Ship,1992,129,24.0,6.0
1888-1,Black Knights Guardshack,1992,188,49.0,0.0
1889-1,Pirate's Treasure Hold,1992,148,37.0,0.0
1890-1,Octan Racer,1992,82,46.0,1.0
1891-1,Four Set Value Pack,1992,559,0.0,0.0
1895-1,Sky Patrol,1992,80,79.0,10.0
1896-1,Trauma Team,1992,78,260.0,36.0
1898-1,Weetabix Dragster,1989,82,26.0,1.0
1899-1,Weetabix Racer,1989,82,23.0,1.0
190-1,Farm Set,1974,364,506.0,36.0
1901-2,Mini Basic Set,1984,469,35.0,1.0
1905-1,Mini Basic Set,1982,469,35.0,1.0
1906-1,Majisto's Tower,1994,186,186.0,10.0
1910-1,Promo Basic Set,1982,469,86.0,2.0
1911-1,Basic Set,1983,469,34.0,0.0
1912-1,"LEGO Building Set A, Car",1983,468,18.0,2.0
1913-1,"LEGO Building Set B, Boat",1983,468,27.0,0.0
1914-1,"LEGO Building Set C, Helicopter",1983,468,19.0,1.0
1915-1,"LEGO Building Set D, Aircraft",1983,468,20.0,0.0
1916-1,Starion Patrol,1993,140,23.0,2.0
1917-1,King's Catapult,1993,188,22.0,0.0
19-2,Locomotive Piston Assemblies,1977,456,6.0,0.0
1920-1,Promo Basic Set,1982,469,117.0,2.0
192-1,Policemen,1977,364,86.0,0.0
1922-2,Basic Building Set,1983,469,58.0,2.0
1923-1,Viking Line Ferry,1989,471,181.0,3.0
1924-1,Motorcycle,1983,13,103.0,0.0
1924-2,Viking Line Ferry,1992,471,227.0,5.0
1929-1,Guardsman,1988,468,13.0,0.0
1932-1,Basic Building Set + Storage Case,1984,469,78.0,4.0
194-1,Family,1976,364,94.0,0.0
1944-1,Basic Set with Storage Case,1983,469,139.0,5.0
195-1,Airplane,1975,364,87.0,2.0
1952-1,Dairy Tanker,1989,75,123.0,5.0
1953-1,Mouse,1989,468,14.0,0.0
1954-1,Surveillance Scooter,1995,142,19.0,4.0
1954-2,Basic Set with Storage Case,1984,469,138.0,5.0
1955-1,Color Line Ferry,1993,471,242.0,8.0
1958-1,Windsurfer,1993,83,18.0,3.0
1959-1,Ultra-Light,1993,68,29.0,2.0
1960-2,Special Value 96 pieces (Canadian Set),1985,467,103.0,1.0
196-1,Antique Car,1975,364,112.0,3.0
1962-1,Basic Building Set,1985,467,216.0,5.0
1963-1,Basic Set with Storage Case,1986,467,218.0,5.0
1964-1,Basic Building Set,1985,467,27.0,0.0
1965-1,Basic Building Set,1985,469,36.0,2.0
1966-1,Car Repair Shop,1985,85,278.0,24.0
1967-1,System Bonus Pack,1985,559,0.0,0.0
1967-2,Town Value Pack,1985,85,0.0,0.0
1968-1,Space Express,1985,130,156.0,27.0
1969-1,Mini Robot,1993,140,35.0,3.0
1969-2,Space Value Pack,1985,130,0.0,0.0
1970-1,Pirate's Gun Cart,1993,148,31.0,0.0
197-1,Farm Vehicle and Animals,1976,364,118.0,2.0
1971-1,Black Knight's Battering Ram,1993,188,36.0,0.0
1972-1,Go-Cart,1985,12,98.0,0.0
1973-1,Emirates Airliner,1989,68,122.0,17.0
1974-1,Legoland Triple Pack,1989,559,0.0,0.0
1974-2,Flyercracker USA,1989,68,67.0,7.0
1974-3,Smuggler's Hayride,1989,194,54.0,0.0
1974-4,Star Quest,1989,132,30.0,7.0
1976-1,Town 3-Pack,1984,67,0.0,0.0
1977-1,Space Value Pack,1983,130,0.0,0.0
1978-1,Build-A-Santa,1991,227,39.0,0.0
1978-2,Town Value Pack,1983,67,0.0,0.0
1979-1,Snowman,1991,227,42.0,0.0
1979-2,Town Value Pack,1984,67,0.0,0.0
1980-1,Santa's Elves,1991,227,30.0,0.0
198-1,Cowboys,1977,364,39.0,0.0
1983-1,Space Value Pack,1984,130,0.0,0.0
1990-1,F1 Race Car,1993,82,34.0,1.0
199-1,Scooter,1977,364,41.0,0.0
1991-1,Racing Pickup,1993,82,77.0,4.0
1992-1,Dragsters,1993,82,90.0,18.0
1993-1,Race Value Pack,1993,82,0.0,0.0
1994-1,Turtle Bucket with Motor,1992,469,192.0,0.0
1995-1,Racer,1999,470,15.0,0.0
1997-1,Town Value Pack,1985,67,0.0,0.0
1998-1,Silja Line Ferry,1991,471,341.0,35.0
1999-1,Space Value Pack,1985,130,0.0,0.0
20001-1,BrickMaster,2007,22,102.0,3.0
20002-1,Fire Truck,2008,58,44.0,16.0
20003-1,Dinosaur,2008,22,103.0,3.0
2000409-1,Window Exploration Bag,2010,507,4700.0,500.0
20004-1,Jungle Cruiser,2008,265,78.0,7.0
2000413-1,Connections Kit,2010,432,2030.0,15.0
2000414-1,Starter Kit,2010,507,217.0,22.0
2000415-1,Identity and Landscape Kit,2010,432,1288.0,248.0
2000416-1,Duck,2012,507,6.0,0.0
2000421-1,FLL Trophy Small,2013,398,235.0,0.0
2000422-1,FLL Trophy Medium,2013,398,268.0,0.0
2000423-1,FLL Trophy Large,2013,398,437.0,0.0
2000424-1,Story Starter (Sample Set),2014,507,93.0,3.0
2000430-1,Identity and Landscape Kit,2013,432,2484.0,360.0
2000431-1,Connections Kit,2013,432,2433.0,15.0
2000445-1,Crossing the River,2016,507,14.0,0.0
2000446-1,"Building My SG - Reflect, Celebrate, Inspire",2015,517,215.0,28.0
20005-1,Winged Rahi (Klakk),2008,324,38.0,1.0
20006-1,Clone Turbo Tank - Mini,2008,162,67.0,0.0
20007-1,Republic Attack Cruiser - Mini,2009,162,80.0,7.0
20008-1,Tow Truck,2009,22,74.0,10.0
20009-1,AT-TE Walker - Mini,2009,161,94.0,4.0
200-1,Family,1974,364,78.0,0.0
20010-1,Republic Gunship - Mini,2009,161,89.0,10.0
20011-1,Garbage Truck,2009,22,70.0,6.0
20012-1,Click,2009,324,31.0,2.0
20013-1,Mini Neptune Carrier,2010,316,58.0,11.0
20014-1,4 x 4 Dynamo,2010,22,70.0,6.0
20015-1,Alligator,2010,22,93.0,0.0
20016-1,Imperial Shuttle - Mini,2010,163,67.0,5.0
20017-1,Dagger Trap,2010,271,55.0,0.0
20018-1,AT-AT Walker - Mini,2010,163,88.0,0.0
20019-1,Slave I,2011,163,76.0,6.0
200-2,Building Ideas Book,1985,501,0.0,0.0
20020-1,Mini Turbo Shredder,2011,435,87.0,2.0
20021-1,Bounty Hunter Gunship - Mini,2011,160,77.0,8.0
200-3,"LEGO Town Plan Board, Plastic",1957,372,1.0,0.0
200-4,"LEGO Town Plan Board, Continental European Cardboard Version",1959,372,1.0,0.0
200-5,"LEGO Town Plan Board, UK / Australian Cardboard Version",1962,372,1.0,0.0
2008-1,Heart 2008,2008,232,92.0,0.0
2009-2,Heart 2009,2009,232,92.0,0.0
200A-1,LEGO Town Plan Wooden Board,1957,372,1.0,0.0
200M-1,LEGO Town Plan Wooden Board,1957,372,1.0,0.0
20-1,Universal Building Set,1976,469,213.0,4.0
2010-1,Happy Holidays - The Christmas Game,2010,502,142.0,1.0
2011-2,Lego Duck,2011,301,93.0,0.0
20200-1,"MBA Level One - Kit 1, Space Designer",2011,432,185.0,1.0
20201-1,"MBA Level One - Kit 2, Microbuild Designer",2011,432,177.0,55.0
20202-1,"MBA Level One - Kit 3, Robot Designer",2011,432,156.0,8.0
20203-1,"MBA Level Two - Kit 4, Flight Designer",2011,432,140.0,6.0
20204-1,"MBA Level Two - Kit 5, Creature Designer",2012,432,237.0,5.0
20205-1,MBA Level Two - Kit 6 Auto Designer,2012,432,191.0,5.0
20206-1,"MBA Level Three - Kit 7, The Lost Village",2012,432,230.0,7.0
20207-1,"MBA Level Three - Kit 8, The Forbidden Bridge",2012,432,224.0,4.0
20208-1,"MBA Level Three - Kit 9, The Dark Lair",2012,432,160.0,31.0
20214-1,MBA Adventure Designer (Kits 7 - 9 Redesign),2013,432,0.0,0.0
20215-1,MBA Invention Designer (Kits 10 - 12),2013,432,698.0,10.0
20216-1,MBA Robot & Micro Designer (Kits 2 - 3 Redesign),2013,432,0.0,0.0
20217-1,MBA Action Designer (Kits 4 - 6 Redesign),2013,432,0.0,0.0
2025-1,Boat,1999,470,12.0,0.0
2027-1,Pen Pack Alpha,2000,501,0.0,0.0
2032-1,Helicopter,1999,470,18.0,0.0
2045-1,Car,1999,470,17.0,0.0
2047-1,Plane,1999,470,13.0,0.0
205-2,Universal Figure Set,1978,364,120.0,0.0
2063-1,Stormer 2.0,2011,401,30.0,2.0
2064-1,Air Ambulance,2007,60,106.0,10.0
2065-1,Furno 2.0,2011,401,28.0,2.0
2067-1,Evo 2.0,2011,401,31.0,0.0
2068-1,Nex 2.0,2011,401,29.0,2.0
2069-1,Boat,1999,470,15.0,0.0
2070-1,Ring Me Rabbit,1987,504,3.0,0.0
2075-1,Prop Plane,1999,470,14.0,0.0
208-1,Mother with Baby Carriage,1978,364,46.0,0.0
2-1,Extra Large Tires & Hubs,1982,1,4.0,0.0
2-10,Mini-Wheel Model Maker No. 2,1971,423,59.0,4.0
21000-1,Sears Tower,2008,252,70.0,0.0
21000-2,Willis Tower,2011,252,70.0,0.0
21001-1,John Hancock Center,2008,252,71.0,0.0
21002-1,Empire State Building,2009,252,79.0,0.0
21003-1,Seattle Space Needle,2009,252,60.0,0.0
21004-1,Solomon R. Guggenheim Museum,2009,252,210.0,0.0
21005-1,Fallingwater,2009,252,720.0,96.0
21006-1,The White House,2010,252,566.0,1.0
21007-1,Rockefeller Center,2010,252,243.0,0.0
21008-1,Burj Khalifa,2011,252,210.0,0.0
21009-1,Farnsworth House,2011,252,527.0,26.0
210-1,Cowboys,1976,364,39.0,0.0
21010-1,Robie House,2011,252,2027.0,256.0
21011-1,Brandenburg Gate,2011,252,368.0,0.0
21012-1,Sydney Opera House,2012,252,242.0,33.0
21013-1,Big Ben,2012,252,352.0,0.0
21014-1,Villa Savoye,2012,252,574.0,94.0
21015-1,The Leaning Tower of Pisa,2013,252,350.0,0.0
21016-1,Sungnyemun,2012,252,328.0,0.0
21017-1,Imperial Hotel,2013,252,1023.0,181.0
21018-1,United Nations Headquarters,2013,252,421.0,185.0
21019-1,Eiffel Tower,2014,252,324.0,0.0
210-2,Small Store Set,1958,372,30.0,0.0
21020-1,The Trevi Fountain,2014,252,512.0,219.0
21021-1,Marina Bay Sands,2014,252,439.0,170.0
21022-1,Lincoln Memorial,2015,252,260.0,19.0
21023-1,Flatiron Building,2015,252,425.0,55.0
21024-1,Louvre,2015,252,510.0,185.0
21026-1,Venice,2016,253,212.0,7.0
21027-1,Berlin,2016,253,291.0,9.0
21028-1,New York City,2016,253,555.0,55.0
21029-1,Buckingham Palace,2016,252,711.0,89.0
21030-1,United States Capitol Building,2016,252,1055.0,0.0
21031-1,Burj Khalifa,2016,252,333.0,0.0
21032-1,Sydney,2017,253,322.0,39.0
21033-1,Chicago,2017,253,356.0,88.0
21034-1,London,2017,253,414.0,70.0
21035-1,Solomon R. Guggenheim Museum&reg;,2017,252,703.0,41.0
21050-1,Architecture Studio,2013,252,1064.0,146.0
2-11,Medium Basic LEGO Set,1976,433,131.0,0.0
21100-1,Shinkai 6500 Submarine,2011,576,402.0,21.0
21101-1,Hayabusa,2012,576,370.0,4.0
21102-1,Minecraft Micro World,2012,577,474.0,25.0
21103-1,Back to the Future Delorean,2013,576,408.0,12.0
21104-1,Mars Science Laboratory Curiosity Rover,2014,576,309.0,2.0
21105-1,Minecraft Micro World: The Village,2013,577,480.0,10.0
21106-1,Minecraft Micro World: The Nether,2013,577,457.0,30.0
21107-1,Micro World - The End,2014,577,446.0,10.0
21108-1,Ghostbusters,2014,576,483.0,48.0
21109-1,Exo-Suit,2014,576,312.0,24.0
211-1,Mother and Baby with Dog,1976,364,44.0,0.0
21110-1,Research Institute,2014,576,175.0,13.0
2111-1,Kai,2011,435,19.0,0.0
21113-1,The Cave,2014,577,238.0,11.0
21114-1,The Farm,2014,577,245.0,17.0
21115-1,The First Night,2014,577,361.0,47.0
21116-1,Crafting Box,2014,577,438.0,80.0
21117-1,The Ender Dragon,2014,577,607.0,40.0
21118-1,The Mine,2014,577,895.0,43.0
21119-1,The Dungeon,2015,577,226.0,11.0
211-2,Small House Set,1958,372,19.0,0.0
21120-1,The Snow Hideout,2015,577,307.0,32.0
2112-1,Cole,2011,435,18.0,0.0
21121-1,The Desert Outpost,2015,577,498.0,21.0
21122-1,The Nether Fortress,2015,577,526.0,45.0
21123-1,The Iron Golem,2016,577,205.0,11.0
21124-1,The End Portal,2016,577,533.0,26.0
21125-1,The Jungle Tree House,2016,577,654.0,53.0
21126-1,The Wither,2016,577,305.0,19.0
21127-1,The Fortress,2016,577,938.0,45.0
21128-1,The Village,2016,577,1540.0,57.0
21129-1,The Mushroom Island,2017,577,244.0,3.0
21130-1,The Nether Railway,2017,577,377.0,10.0
2113-1,Zane,2011,435,19.0,0.0
21131-1,The Ice Spikes,2017,577,437.0,17.0
21132-1,The Jungle Temple,2017,577,582.0,16.0
21133-1,The Witch Hut,2017,577,467.0,35.0
21134-1,The Waterfall Base,2017,577,664.0,65.0
2114-1,Chopov,2011,435,20.0,0.0
2115-1,Bonezai,2011,435,25.0,0.0
2116-1,Krazi,2011,435,22.0,0.0
21-2,Truck,1971,433,33.0,0.0
21200-1,Life of George,2011,301,145.0,0.0
21201-1,Life of George II,2012,301,145.0,0.0
21204-1,Town Master,2014,590,256.0,0.0
21205-1,Battle Towers,2014,590,212.0,0.0
21206-1,Create and Race,2014,590,219.0,4.0
21208-1,Resort Designer,2014,590,262.0,0.0
212-1,Small House - Left Set,1958,372,21.0,0.0
2121-1,Jack in the Box Promotional Set: Stomper,1997,468,11.0,0.0
212-2,Scooter,1976,364,41.0,0.0
2122-1,Jack in the Box Promotional Set: Bob,1997,468,14.0,0.0
2123-1,Jack in the Box Promotional Set: Spinner,1997,468,12.0,0.0
2125-1,Green Bucket,1997,504,69.0,0.0
2126-1,Train Cars,1997,236,366.0,19.0
2127-1,Jack in the Box Promotional Set: Nanas,1997,468,13.0,0.0
2129-1,Blast-Off Dragster,1997,12,63.0,0.0
2130-1,Danone Promotional Set: Duck,1998,468,7.0,0.0
21301-1,Birds,2015,576,605.0,1.0
21302-1,The Big Bang Theory,2015,576,530.0,11.0
21303-1,WALL•E [Original Version],2015,576,691.0,4.0
21303-2,WALL•E [Fixed Neck Version],2015,576,690.0,4.0
21304-1,Doctor Who,2015,576,570.0,81.0
21305-1,Maze,2016,576,776.0,0.0
21306-1,Yellow Submarine,2016,576,557.0,25.0
21307-1,Caterham Seven 620R,2016,576,794.0,17.0
21308-1,Adventure Time™,2016,576,490.0,6.0
21309-1,LEGO Ideas NASA Apollo Saturn V,2017,576,1975.0,18.0
213-1,Airplane Ride,1977,364,43.0,1.0
2131-1,Danone Promotional Set: Hippo,1998,468,10.0,0.0
213-2,Small House - Right Set,1958,372,21.0,0.0
2132-1,Danone Promotional Set: Cow,1998,468,10.0,0.0
2133-1,Danone Promotional Set: Impala,1998,468,12.0,0.0
2134-1,Danone Promotional Set: Bison,1998,468,10.0,0.0
2135-1,Sabah Promotional Set: Aircraft,1997,468,8.0,1.0
2136-1,Sabah Promotional Set: Airplane,1997,468,9.0,3.0
2137-1,Sabah Promotional Set: Swamp Boat,1997,468,7.0,1.0
2138-1,Sabah Promotional Set: Helicopter,1997,468,7.0,1.0
2139-1,Sabah Promotional Set: Steam Liner,1998,468,12.0,0.0
2140-1,ANWB Roadside Assistance Crew,1996,85,225.0,34.0
214-1,Road Repair,1977,364,63.0,1.0
214.10-1,"1 x 2 x 4 Glass Door in Frame, Left",1961,371,26.0,0.0
214.1-1,1 x 6 x 3 Window with Frame,1961,371,12.0,0.0
2141-1,Surge 2.0,2011,401,29.0,1.0
214-2,"Ten Windows and Doors, Red",1958,371,10.0,0.0
214.2-1,1 x 6 x 2 Triple-Pane Window in Frame,1961,371,16.0,0.0
2142-1,Breez 2.0,2011,401,29.0,0.0
214-3,"Ten Windows and Doors, White",1958,371,10.0,0.0
214.3-1,1 x 6 x 2 Double-Pane Window in Frame w/Shutters,1961,371,16.0,0.0
2143-1,Rocka 3.0,2011,401,29.0,1.0
214.4-1,1 x 4 x 2 Window in Frame,1961,371,18.0,0.0
2144-1,Nex 3.0,2011,401,28.0,1.0
214.5-1,1 x 3 x 2 Window in Frame,1961,371,24.0,0.0
2145-1,Stormer 3.0,2011,401,30.0,1.0
214.6-1,1 x 2 x 2 Window in Frame,1961,371,30.0,0.0
2146-1,Freestyle with Storage Case,1996,399,821.0,1.0
214.7-1,1 x 1 x 2 Window Frame,1961,371,38.0,0.0
2147-1,Dragon Fly,1997,68,172.0,15.0
214.8-1,1 x 2 x 1 Window Frame,1961,371,38.0,0.0
2148-1,LEGO Truck,1997,85,102.0,6.0
2148-2,LEGO Truck [Lego Toy Fair 1998 25th Anniversary Edition],1998,85,101.0,5.0
214.9-1,1 x 1 x 1 Window Frame,1961,371,40.0,0.0
2149-1,Color Line Container Lorry,1997,70,175.0,12.0
2150-1,Train Station,1996,236,609.0,13.0
215-1,Red Indians,1977,364,81.0,0.0
2151-1,Robo Raider,1997,138,117.0,22.0
215-2,2 x 8 Bricks,1958,371,30.0,0.0
2152-1,Robo Raptor,1997,138,203.0,22.0
2153-1,Robo Stalker,1997,138,255.0,24.0
2154-1,Robo Master,1997,138,311.0,52.0
2155-1,Aircraft,2000,467,17.0,1.0
2156-1,Car,2000,467,16.0,1.0
2157-1,Boat,2000,467,15.0,1.0
2158-1,Helicopter,2000,467,9.0,1.0
2159-1,9V Train Track Starter Collection,2006,244,24.0,0.0
